blueWins,blueFirstBlood,blueKills,blueAssists,blueTotalExperience,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redKills,redAssists,redTotalExperience,redCSPerMin,redGoldPerMin,bluePredWinrate,redPredWinrate,blueAvgPickrate,redAvgPickrate,blueCSDiff
1,1,6,5,18758,2404,1129,26.8,1794.5,2,1,17629,26.0,1554.1,0.5028866466703997,0.502230224561496,0.18862233019536392,0.046259742888956366,8.0
1,0,5,10,16795,-244,78,20.3,1515.1,5,6,16717,21.5,1539.5,0.4841613956866792,0.4958328660079393,0.10077943111650978,0.10531430306711204,-12.0
1,0,4,5,16993,-2653,-1372,20.8,1498.3,11,16,18365,20.7,1763.6,0.4984213488523718,0.4929264240609148,0.12393967000708572,0.16238485676687925,1.0
1,0,6,7,16322,94,-487,22.9,1652.7,7,11,16809,19.0,1643.3,0.5084645120657578,0.4913286931289692,0.13191618584877013,0.09697337787225427,39.0
0,0,8,4,17830,-736,-226,20.4,1635.9,8,7,18056,23.2,1709.5,0.5054401550343582,0.5034658073420318,0.11292640955562305,0.06883287782164188,-28.0
1,1,8,12,18856,4034,1938,23.9,1903.8,3,4,16918,22.8,1500.4,0.4839587747401487,0.4956291340607038,0.11849377467354995,0.0976414616864055,11.0
0,0,5,10,17352,609,-609,23.2,1597.6,4,5,17961,23.5,1536.7,0.4949038947251469,0.5120906871939246,0.1200323919425043,0.12503289806660595,-3.0
0,0,1,1,16628,-2327,-742,22.4,1351.2,4,6,17370,21.5,1583.9,0.4928168190648047,0.495955232377839,0.13786820528393565,0.10059722643992307,9.0
0,1,5,6,17285,-3916,-2883,17.3,1492.3,9,8,20168,23.9,1883.9,0.4828407960745314,0.4945264728769242,0.08472517461281506,0.1118939163882984,-66.0
0,1,6,6,17227,-725,-925,22.5,1612.4,6,6,18152,24.6,1684.9,0.5152086043691325,0.4857462970941094,0.14126935924688735,0.13047879340014173,-21.0
0,0,1,1,16215,-2675,-2192,21.3,1405.8,6,4,18407,22.9,1673.3,0.5093591119160703,0.4902025815911683,0.1025609879542464,0.11978945237372204,-16.0
0,1,3,4,16781,-2346,-1871,20.1,1442.2,6,6,18652,23.7,1676.8,0.5164651019096812,0.5085237262076339,0.07035125012653104,0.16313392043729122,-36.0
1,0,5,7,19570,-65,1208,24.2,1653.9,6,7,18362,23.0,1660.4,0.5154708051910728,0.4815633985073425,0.04808178965482337,0.10084016600870534,12.0
0,0,5,6,16652,-3750,-1447,20.3,1579.4,10,13,18099,21.2,1954.4,0.4978927380482198,0.4943094208460293,0.11642878833890068,0.1065087559469582,-9.0
0,1,8,15,17923,150,-446,22.8,1686.7,7,5,18369,22.2,1671.7,0.5041033497459568,0.4975724880877702,0.11999190201437393,0.0989168944225124,6.0
0,1,9,9,18127,-1383,-970,20.5,1719.7,9,12,19097,23.2,1858.0,0.5005018363296214,0.488881362932621,0.10910011134730237,0.12015386172689545,-27.0
1,1,5,5,16164,-1441,-938,20.4,1588.1,9,16,17102,19.7,1732.2,0.512663128509751,0.4842588905059232,0.1330296588723555,0.1711306812430408,7.0
1,0,11,14,19208,4898,3092,22.8,1937.3,3,2,16116,19.0,1447.5,0.5025263864834032,0.4945541272997763,0.10229780342139894,0.08944225124000406,38.0
0,0,6,10,17430,503,-194,23.0,1654.8,5,8,17624,21.1,1604.5,0.5000399446135388,0.4907608340090054,0.13458852110537506,0.1048891588217431,19.0
0,0,3,4,15246,-6319,-3391,20.0,1412.6,13,22,18637,19.3,2044.5,0.4991686276322442,0.5102030011549077,0.1408442150015184,0.12412187468367245,7.0
1,0,7,9,17024,238,275,20.2,1651.8,5,9,16749,21.0,1628.0,0.50805851758877,0.488335195082301,0.07717380301649965,0.0536289098086851,-8.0
1,1,5,7,17075,-3048,-3175,21.5,1589.7,11,8,20250,24.5,1894.5,0.5065273956104483,0.5065946262259007,0.11885818402672335,0.0924182609575868,-30.0
1,0,13,8,19608,8234,6026,25.0,2284.5,5,5,13582,15.8,1461.1,0.5143304677896098,0.49005293860194504,0.06761817997773054,0.12296791173195668,92.0
0,0,1,2,17594,-925,41,23.2,1444.5,5,9,17553,21.1,1537.0,0.5105319069305588,0.5015543552619577,0.08537301346290109,0.13331308836926814,21.0
1,1,6,3,18795,1339,614,23.1,1729.3,5,6,18181,23.6,1595.4,0.500028629342536,0.487893389972022,0.0806964267638425,0.12912238080777408,-5.0
0,1,8,7,18339,1201,-46,21.0,1723.9,4,4,18385,22.5,1603.8,0.4998152191039175,0.5140728736956844,0.13242230995039986,0.1273813138981678,-15.0
1,0,8,8,19765,-59,1231,23.3,1833.9,9,9,18534,21.2,1839.8,0.4862052764533266,0.5167231561107962,0.1511084117825691,0.06286061342241117,21.0
1,0,6,7,19056,1294,1165,24.9,1654.1,4,6,17891,21.1,1524.7,0.4900360789288421,0.5008713991919194,0.06939973681546716,0.15639234740358338,38.0
1,0,14,13,17390,4535,1970,20.1,2048.8,7,5,15420,19.1,1595.3,0.5047683498266905,0.4925461420604012,0.09201336167628303,0.10373519587002733,10.0
1,0,5,4,17951,-1925,-904,18.9,1507.2,6,5,18855,24.4,1699.7,0.5115493621398904,0.5053866435638985,0.07502783682558964,0.13341431318959407,-55.0
0,0,4,4,18889,-1629,-287,21.8,1543.3,6,4,19176,24.9,1706.2,0.5036865654229375,0.4992438269506813,0.11610486891385767,0.04735297094847656,-31.0
1,0,4,7,16923,-856,-642,21.3,1576.6,6,6,17565,23.9,1662.2,0.4839975612915767,0.5057679247599765,0.07952221884806154,0.0843000303674461,-26.0
1,1,10,14,17936,2955,1124,18.7,1845.9,5,7,16812,19.6,1550.4,0.4860452779759529,0.4940270313956711,0.09978742787731552,0.09069743901204576,-9.0
0,1,7,7,17952,1418,129,20.9,1646.7,3,2,17823,23.1,1504.9,0.4981065677453067,0.493391004404464,0.11258224516651484,0.09877517967405608,-22.0
1,1,11,13,18583,1263,-392,20.8,1838.4,8,7,18975,20.7,1712.1,0.4814302706569818,0.5057613558918561,0.10984917501771436,0.11519384553092415,1.0
1,1,11,11,19708,3187,1811,23.2,1847.9,3,2,17897,25.8,1529.2,0.5041868411291107,0.5011653464429778,0.10752100415021762,0.1476870128555522,-26.0
0,0,3,4,16674,-3244,-1208,19.9,1481.2,9,12,17882,20.5,1805.6,0.4882197171095172,0.4968284769433254,0.13798967506832674,0.0988966494584472,-6.0
1,1,2,1,17961,-1626,-849,21.2,1470.2,6,5,18810,24.3,1632.8,0.5148791872921786,0.475519229485985,0.10264196781050712,0.12015386172689545,-31.0
1,1,3,4,18159,-1235,-956,24.6,1571.5,7,4,19115,25.2,1695.0,0.5072294088491156,0.4875395872813689,0.09681141815973278,0.1257819617370179,-6.0
0,1,8,9,18330,1271,531,22.7,1673.6,5,4,17799,22.1,1546.5,0.5001417794271287,0.51733559550109,0.12997266929851198,0.11989067719404795,6.0
0,0,10,9,18253,706,766,18.4,1734.4,8,7,17487,20.6,1663.8,0.507573622483271,0.4957703929560365,0.08379390626581637,0.11849377467354995,-22.0
1,0,11,13,17323,1430,916,19.0,1862.5,8,9,16407,21.5,1719.5,0.5199768500304748,0.5014272274424407,0.08958396598846037,0.057434963052940574,-25.0
1,0,2,2,15977,-2891,-3196,18.5,1382.5,7,7,19173,22.9,1671.6,0.5293723685080061,0.5020243459933447,0.10529405810304686,0.09270169045449944,-44.0
0,0,3,1,17494,-3333,-379,19.8,1460.4,7,10,17873,24.5,1793.7,0.4900290775897135,0.5105018786112311,0.116671727907683,0.13473023585383134,-47.0
0,0,5,5,16913,-2580,-3307,24.1,1577.0,8,6,20220,22.4,1835.0,0.4747611605833406,0.5157943045990112,0.1550561797752809,0.10045551169146674,17.0
1,0,8,4,18723,-1838,-1127,21.4,1656.6,9,7,19850,23.8,1840.4,0.5037501502227597,0.4945311280921838,0.09630529405810304,0.06079562708776193,-24.0
0,1,7,6,17586,1440,247,22.8,1712.9,4,4,17339,21.1,1568.9,0.5119609191172606,0.5040216376871738,0.15914566251644904,0.07067516955157405,17.0
0,0,4,5,18293,-992,-804,25.4,1617.6,7,6,19097,26.2,1716.8,0.4997855573298205,0.5025126201552814,0.08581840267233527,0.13309039376455106,-8.0
1,0,15,15,19016,5433,3364,20.6,2105.6,5,3,15652,19.3,1562.3,0.504893488361277,0.4980501925288646,0.12357526065391235,0.08589938252859601,13.0
1,1,12,10,20212,3941,3044,23.0,2047.1,7,6,17168,19.8,1653.0,0.5013853098739268,0.4928262495826957,0.11598339912946655,0.14104666464217025,32.0
1,0,8,14,18188,4509,2253,24.5,1882.3,3,2,15935,21.8,1431.4,0.51220250398133,0.4858618063721206,0.09371393865775887,0.16505719202348418,27.0
1,1,7,6,19558,2385,966,25.5,1720.4,3,4,18592,21.5,1481.9,0.4852410532418796,0.4803370927463637,0.12744204879036342,0.12254276748658773,40.0
1,1,12,23,14939,4007,970,18.4,1762.8,2,3,13969,18.3,1362.1,0.4909173555475885,0.5009598161619901,0.12207713331308838,0.10772345379086952,1.0
0,1,7,11,17625,438,196,18.0,1656.2,8,5,17429,20.1,1612.4,0.4854083987725975,0.5221883820988298,0.12102439518169855,0.06089685190808788,-21.0
0,0,6,6,17893,-3032,-1002,21.3,1654.3,11,16,18895,24.0,1957.5,0.4876038973896149,0.5013245236067803,0.06863042818098998,0.1124405304180585,-27.0
0,0,9,12,18197,4062,2332,21.3,1929.2,4,6,15865,19.1,1523.0,0.5220862429572664,0.4884221086297288,0.1177244660390728,0.07488612207713331,22.0
0,0,5,6,18314,-816,332,21.1,1559.0,6,4,17982,22.7,1640.6,0.4862598590906739,0.4988213639957447,0.14965077436987548,0.11217734588521104,-16.0
1,0,5,5,17852,2107,464,25.0,1588.5,1,1,17388,23.1,1377.8,0.4892916768915501,0.4986536007661501,0.15732361575058204,0.08618281202550866,19.0
1,0,6,6,17184,-2542,-1008,23.3,1593.6,10,9,18192,23.3,1847.8,0.4903198058989418,0.5071935515608085,0.09774268650673146,0.13964976212167224,0.0
1,1,3,3,16582,-952,-1268,20.5,1504.0,7,4,17850,20.5,1599.2,0.5138486475114916,0.5045291618829361,0.135762729021156,0.08490737928940176,0.0
1,0,6,9,17735,1824,638,19.8,1592.7,3,1,17097,20.2,1410.3,0.4935701072610132,0.4921521588495475,0.07804433647130275,0.09851199514120863,-4.0
0,0,0,0,17522,-2681,-1877,23.0,1423.1,5,6,19399,24.8,1691.2,0.5060032872852772,0.5058774246770779,0.09770219657860106,0.14473124810203458,-18.0
0,0,3,2,17859,-993,-1150,21.8,1499.8,6,6,19009,23.6,1599.1,0.4831979009053476,0.5044045895144054,0.06247595910517258,0.13764551067921854,-18.0
0,0,11,12,17665,-337,-1295,23.2,1831.5,13,14,18960,19.7,1865.2,0.4977566904485166,0.4889558437482065,0.1552181394878024,0.14651280493977126,35.0
1,1,8,9,19499,3115,2163,19.9,1697.7,0,0,17336,21.7,1386.2,0.5110037771973654,0.4971802835512019,0.13875898370280393,0.1150116408543375,-18.0
1,1,3,2,17267,-2748,-2417,22.8,1485.7,7,8,19684,20.8,1760.5,0.5028724921849219,0.4917173390627653,0.13881971859499947,0.13167324627998786,20.0
0,1,5,5,15937,-3477,-3301,18.3,1481.9,9,7,19238,22.7,1829.6,0.4957420330676168,0.5192143268544267,0.13746330600263185,0.09543476060329996,-44.0
0,1,3,5,18813,-61,-100,23.6,1557.0,2,2,18913,26.0,1563.1,0.4818157916778003,0.507922767023224,0.12495191821034515,0.1269156797246685,-24.0
0,0,3,7,15543,-5316,-3648,20.8,1423.1,14,21,19191,21.4,1954.7,0.508617773404093,0.4981617911260688,0.08342949691264298,0.13570199412896042,-6.0
1,1,13,12,19133,3257,1407,21.5,1955.8,7,5,17726,20.3,1630.1,0.4857958396223229,0.4885022906053749,0.07986638323716977,0.12772547828727604,12.0
1,1,10,9,18550,1492,-676,21.7,1853.1,9,4,19226,21.4,1703.9,0.4970982439556722,0.4980751888862424,0.0988966494584472,0.14033809089988866,3.0
0,0,5,6,16678,-1310,-1595,17.9,1521.1,5,4,18273,22.2,1652.1,0.5064003102068618,0.5094096831731575,0.11406012754327365,0.1129668994837534,-43.0
0,0,1,2,16232,-2032,-1876,19.8,1368.3,2,1,18108,26.2,1571.5,0.5134109795353219,0.4940460819286997,0.11274420487903634,0.11152950703512504,-64.0
1,1,6,7,19954,846,680,23.2,1688.7,3,1,19274,24.2,1604.1,0.4967652575701925,0.4944120152861665,0.11272395991497115,0.14722137868205284,-10.0
1,1,4,4,17928,-248,-1557,22.8,1631.7,6,4,19485,22.5,1656.5,0.4890149818313298,0.5017980185411293,0.1413098491750177,0.08128353072173297,3.0
1,1,12,15,18072,4181,1584,21.0,1900.0,4,4,16488,19.3,1481.9,0.4964321196021929,0.5091440932197709,0.11924283834396195,0.13053952829233728,17.0
0,0,6,8,18535,121,-123,22.2,1642.1,6,4,18658,24.0,1630.0,0.4985314023002321,0.5055336806315858,0.08282214799068732,0.13989270169045448,-18.0
1,1,4,8,19567,1567,1637,23.6,1634.1,4,3,17930,20.3,1477.4,0.5072966340275697,0.4884829800846625,0.13610689341026422,0.10106286061342244,33.0
1,1,13,13,19110,2972,1799,24.4,1890.1,6,4,17311,20.6,1592.9,0.5133004769273821,0.5070747477067801,0.11108411782569086,0.07506832675372002,38.0
1,0,2,1,16835,-2807,-1537,19.3,1386.0,5,6,18372,24.9,1666.7,0.4898774192419666,0.5007530259315103,0.06917704221075008,0.06775989472618686,-56.0
0,0,4,4,18310,-1742,-357,22.5,1531.7,7,7,18667,22.1,1705.9,0.4859689781744434,0.505931178292385,0.0844619900799676,0.1211256200020245,4.0
1,1,11,13,18316,4588,930,23.1,2011.1,6,6,17386,15.3,1552.3,0.4921156071550906,0.4839478602724549,0.07085737422816075,0.05077436987549348,78.0
1,1,11,19,19229,3123,3364,22.9,1863.1,6,10,15865,19.4,1550.8,0.5248506295808489,0.4968553684373287,0.0752707763943719,0.1284138070654925,35.0
0,1,2,5,16685,-1174,-1478,23.6,1476.6,7,7,18163,19.0,1594.0,0.5152714995807388,0.4923430616840431,0.06992610588116206,0.13215912541755234,46.0
1,0,6,6,17567,-844,-640,22.2,1596.7,6,6,18207,23.4,1681.1,0.4957987487118454,0.4941539390521486,0.07480514222087256,0.1630124506529001,-12.0
1,1,7,7,19804,5779,5212,23.6,1811.7,2,0,14592,19.7,1233.8,0.5021136482019631,0.5055625178116243,0.12533657252758376,0.09251948577791276,39.0
1,1,7,8,17323,377,372,20.7,1637.9,5,9,16951,24.3,1600.2,0.4986616742037068,0.4899347402432321,0.12410162971960725,0.114100617471404,-36.0
1,0,6,5,17332,-673,-1416,22.6,1653.0,8,6,18748,19.8,1720.3,0.5063844305549652,0.4979787273138667,0.13296892398015994,0.08557546310355299,28.0
0,0,3,2,17544,-3380,-2659,24.3,1545.1,11,11,20203,23.4,1883.1,0.5060284323402423,0.4847354365669311,0.14446806356918718,0.0783480109322806,9.0
1,0,8,5,19041,2034,2002,20.3,1755.3,4,4,17039,21.1,1551.9,0.4990784831897869,0.4893418112757891,0.13815163478084827,0.07838850086041098,-8.0
1,1,9,15,19444,2411,1852,24.0,1872.1,5,6,17592,21.9,1631.0,0.4882624409164725,0.509071943448675,0.14359753011438406,0.08006883287782164,21.0
1,1,7,3,18323,912,505,21.6,1661.1,6,6,17818,19.5,1569.9,0.5103047064943135,0.5014242842408898,0.0941998177953234,0.08751897965381111,21.0
0,1,4,5,17260,-345,-715,19.6,1505.9,4,2,17975,23.7,1540.4,0.5023164374503988,0.5116111880879454,0.061929345075412486,0.1532341330094139,-41.0
0,0,3,3,17406,-2290,-1334,19.8,1471.5,6,8,18740,22.9,1700.5,0.5016593716760116,0.4942528540570157,0.10622532645004554,0.11235955056179776,-31.0
0,0,8,9,18557,204,-830,23.3,1675.3,5,4,19387,21.7,1654.9,0.5205107653137401,0.5111963620895982,0.11361473833383945,0.09529304585484362,16.0
0,0,6,3,17356,-2653,-376,21.0,1567.6,12,15,17732,19.1,1832.9,0.4921812559142052,0.5025837184082876,0.15173600566858994,0.14458953335357833,19.0
0,0,9,11,18731,356,565,19.5,1761.6,7,8,18166,20.8,1726.0,0.4894226211691004,0.4824991830325742,0.05283935621014274,0.08241724870938354,-13.0
1,1,6,5,18834,613,-602,22.0,1672.7,4,3,19436,24.7,1611.4,0.5080106072407621,0.4924073944053225,0.10968721530519283,0.13331308836926814,-27.0
1,1,12,13,20682,4400,3092,22.8,1962.6,3,2,17590,22.3,1522.6,0.5066214099034971,0.4841181548983006,0.0801295677700172,0.11944528798461382,5.0
1,0,6,6,17822,54,-119,20.7,1676.3,6,7,17941,21.4,1670.9,0.5224309759690935,0.4833996215972312,0.07790262172284645,0.134689745925701,-7.0
1,1,4,4,18036,126,290,20.6,1568.6,4,6,17746,22.4,1556.0,0.5044629390462781,0.5052366073980705,0.07132300840166009,0.15938860208523128,-18.0
1,0,3,2,17745,-430,53,21.7,1450.2,2,1,17692,22.3,1493.2,0.5268667047066513,0.5066433945568528,0.16777001720821946,0.09792489118331817,-6.0
0,0,3,3,16749,-2528,-1326,22.0,1513.0,10,13,18075,21.8,1765.8,0.492739438248386,0.5140366463449996,0.10094139082903128,0.09980767284138073,2.0
1,1,7,7,18415,558,-1308,20.0,1671.8,3,2,19723,22.5,1616.0,0.5011752336051442,0.4914666074637636,0.12053851604413406,0.08796436886324528,-25.0
1,1,8,10,18100,1134,1146,20.0,1692.9,4,3,16954,23.9,1579.5,0.5110415002445758,0.5202320047884709,0.10806761817997776,0.14052029557647536,-39.0
1,0,6,6,18871,-949,-297,16.8,1640.7,9,3,19168,21.6,1735.6,0.5190743123052604,0.5041732252752268,0.09774268650673144,0.10195363903229072,-48.0
1,1,11,11,20050,4297,2642,21.9,1916.5,4,4,17408,17.7,1486.8,0.5145245468773885,0.4883845519488608,0.12179370381617576,0.09559672031582143,42.0
0,1,3,6,16251,-1838,-1430,18.9,1569.8,8,9,17681,21.1,1753.6,0.4977216394317404,0.5120521528325186,0.09616357930964672,0.0920336066403482,-22.0
0,0,6,3,17682,-2115,-1147,18.4,1539.8,9,6,18829,23.3,1751.3,0.5033623287968864,0.4897242620879054,0.10310760198400648,0.1649762121672234,-49.0
1,1,6,6,17943,2184,419,18.6,1720.1,3,4,17524,21.1,1501.7,0.4790535108260641,0.5190008380983004,0.09988865269764148,0.09156797246684886,-25.0
1,0,4,3,18056,-406,-1050,19.9,1596.4,7,5,19106,19.0,1637.0,0.498439421645268,0.4915462669723687,0.08470492964874987,0.07533151128656748,9.0
0,0,2,1,14672,-6707,-5252,17.2,1312.1,14,13,19924,20.3,1982.8,0.4913085418207247,0.5001135870687744,0.045854843607652594,0.0664439720619496,-31.0
0,0,3,1,17966,826,-382,24.5,1570.1,4,6,18348,19.3,1487.5,0.4963201265857992,0.4920384257482752,0.11956675776900498,0.0907986638323717,52.0
1,1,10,13,17997,-1074,-1029,19.9,1791.7,10,9,19026,23.3,1899.1,0.5207838413953717,0.4902175648055526,0.09322805952019436,0.15825488409758073,-34.0
1,1,11,8,19406,2616,3108,20.7,1828.8,7,9,16298,17.7,1567.2,0.4872739658032946,0.4789783650316067,0.07296285049094038,0.08606134224111753,30.0
1,1,12,17,18670,1292,812,19.5,1885.7,9,10,17858,20.7,1756.5,0.521672072696402,0.4934954990255706,0.12155076424739344,0.06431825083510477,-12.0
0,1,10,12,17514,562,243,21.4,1737.4,6,9,17271,20.4,1681.2,0.5037908649089229,0.4863763085040814,0.09000911023382932,0.13578297398522116,10.0
0,1,6,4,18344,1345,1361,22.7,1762.0,7,14,16983,19.9,1627.5,0.4943093891099178,0.4702774393170378,0.09193238182002228,0.09689239801599353,28.0
0,0,8,8,17907,-2693,-709,20.4,1723.8,13,9,18616,22.8,1993.1,0.5005017798221059,0.5012670243388029,0.10938354084421502,0.14278773155177651,-24.0
0,1,4,1,17814,-1696,-1748,20.7,1570.9,9,6,19562,23.9,1740.5,0.4993883013927228,0.4891899297204607,0.0949893713938658,0.13861726895434762,-32.0
0,0,8,6,19111,-384,-345,20.2,1769.3,11,10,19456,19.9,1807.7,0.5035176906219471,0.4960794877906855,0.10302662212774573,0.10549650774369876,3.0
1,0,5,5,18250,77,239,23.3,1634.3,7,9,18011,20.3,1626.6,0.4803202262302172,0.503985238697472,0.08162769511084117,0.06911630731855453,30.0
1,0,7,7,18063,2789,2000,22.5,1703.3,2,2,16063,21.0,1424.4,0.4891333337840516,0.5030501792689468,0.08415831561898977,0.12142929446300232,15.0
0,1,6,4,17947,56,-587,22.9,1595.6,5,2,18534,23.1,1590.0,0.5204656442842512,0.5090500452145894,0.11491041603401153,0.17465330499038365,-2.0
0,0,3,1,16972,-2568,-2314,21.5,1478.0,7,10,19286,21.5,1734.8,0.5036711157849182,0.5046490953779156,0.08620305698957384,0.10282417248709384,0.0
1,0,5,8,18855,728,2095,22.2,1670.9,5,8,16760,22.4,1598.1,0.4912256670148415,0.5075592183793447,0.08065593683571212,0.09948375341633768,-2.0
1,1,13,12,17735,2236,337,18.1,1874.8,5,2,17398,19.4,1651.2,0.4983229303432946,0.5180900139099777,0.114100617471404,0.09847150521307826,-13.0
0,1,4,2,18672,-518,868,20.4,1559.8,5,10,17804,22.5,1611.6,0.4971177637008208,0.5033741432466255,0.11480919121368555,0.07751796740560786,-21.0
0,0,5,3,17595,-3086,-1701,20.2,1510.8,9,8,19296,22.2,1819.4,0.5068846395068233,0.5199537488098981,0.10930256098795424,0.12296791173195668,-20.0
0,0,1,1,16597,-4365,-2883,20.9,1367.9,6,6,19480,24.3,1804.4,0.4922609323712622,0.517533049371003,0.10454499443263487,0.12841380706549246,-34.0
1,1,7,7,17851,1478,483,23.7,1745.3,6,8,17368,19.9,1597.5,0.5214587695737791,0.5031853988997852,0.10910011134730237,0.14262577183925498,38.0
0,0,3,3,16829,-5023,-1374,19.1,1512.0,15,28,18203,21.7,2014.3,0.483845357889861,0.5341375419810991,0.11539629517157607,0.11685393258426965,-26.0
1,1,9,12,16826,233,-1221,20.0,1749.1,7,8,18047,21.6,1725.8,0.5165654555026861,0.48120186939567,0.12292742180382632,0.10219657860107297,-16.0
1,0,7,8,18520,916,780,22.5,1679.8,4,4,17740,23.6,1588.2,0.4969961320061903,0.5053546181984547,0.14669500961635795,0.11051725883186556,-11.0
1,0,1,1,17751,-411,430,24.7,1437.9,1,2,17321,22.8,1479.0,0.4978676810203061,0.4911000682134875,0.04877011843303978,0.07701184330397813,19.0
0,1,5,5,16466,-1047,-193,22.3,1595.3,9,10,16659,17.9,1700.0,0.4984224997193335,0.488887038970952,0.07375240408948272,0.11065897358032192,44.0
1,0,7,5,18048,3111,1587,21.6,1730.3,5,2,16461,16.5,1419.2,0.5021737165294049,0.4783403633221165,0.10051624658366233,0.10011134730235853,51.0
1,1,4,4,18458,1694,1199,23.3,1611.4,3,3,17259,21.0,1442.0,0.5058943412149541,0.5083699639619772,0.11887842899078853,0.13021560886729425,23.0
1,1,15,19,19360,6950,3536,24.5,2131.4,4,2,15824,19.3,1436.4,0.5041754773016976,0.4778734485402529,0.09859297499746936,0.0953132908189088,52.0
1,1,5,2,18225,413,947,22.4,1566.0,4,2,17278,22.6,1524.7,0.5010839654092674,0.4856093207178566,0.12282619698350035,0.07186962243142019,-2.0
0,1,9,13,17934,-92,-1411,21.6,1716.9,6,6,19345,22.1,1726.1,0.5132482488856972,0.5026837532371362,0.09897762931470797,0.08928029152748254,-5.0
1,0,6,7,17052,-2822,-1240,18.6,1564.9,9,9,18292,24.8,1847.1,0.5097577140602537,0.5113255895077516,0.18767081688430004,0.1184127948172892,-62.0
1,1,7,8,18086,180,893,20.4,1708.8,5,9,17193,23.0,1690.8,0.4786287994600412,0.5085835224427849,0.09444275736410568,0.07154570300637716,-26.0
1,1,7,8,19223,2006,346,23.9,1804.2,5,4,18877,22.2,1603.6,0.5027938825246998,0.4956698541103785,0.11604413402166212,0.10148800485879136,17.0
0,0,5,3,17248,-4585,-3125,19.1,1542.4,14,13,20373,22.8,2000.9,0.4877351859040019,0.4791871104493823,0.10199412896042112,0.09452373722036644,-37.0
1,0,3,3,18000,-174,231,23.0,1545.9,4,5,17769,21.2,1563.3,0.4953503385317312,0.514622211361204,0.13726085636198,0.10665047069541453,18.0
1,1,14,12,19987,3864,2988,21.7,1958.8,6,10,16999,16.2,1572.4,0.4899396515890217,0.5116882712067076,0.08284239295475251,0.05905456017815568,55.0
1,1,8,6,18684,-32,-204,20.0,1695.1,9,9,18888,21.6,1698.3,0.4940815250877584,0.5118444887258993,0.14211964773762525,0.09553598542362587,-16.0
0,0,4,3,18431,-3728,-2079,21.4,1553.3,9,8,20510,25.9,1926.1,0.502576335405025,0.4883798527968356,0.09754023686607956,0.08978641562911226,-45.0
0,1,7,8,18461,2962,2430,23.1,1765.3,4,5,16031,21.0,1469.1,0.4847404659474114,0.4886095018920283,0.12987144447818605,0.12189492863650167,21.0
0,0,4,2,17429,-2076,-679,22.4,1481.1,7,6,18108,23.5,1688.7,0.5010994926276282,0.5079879465730188,0.0998076728413807,0.15979350136653508,-11.0
1,1,3,3,15395,-1266,-1255,17.7,1453.8,6,6,16650,20.0,1580.4,0.5071071195487014,0.4920160247105076,0.07314505516752709,0.09920032391942504,-23.0
1,1,12,20,18981,2735,1076,22.6,2018.8,9,19,17905,19.8,1745.3,0.4938126003174926,0.4957643497664342,0.08300435266727403,0.12487093835408444,28.0
0,0,5,3,19551,-470,1524,21.6,1602.1,4,4,18027,23.7,1649.1,0.5037117675828672,0.4808448770994278,0.08045348719506024,0.1213280696426764,-21.0
1,0,6,6,17631,922,146,20.7,1611.2,4,5,17485,19.9,1519.0,0.5043698846859737,0.4881315449608376,0.11962749266120055,0.14323312076121067,8.0
1,0,6,2,18611,-999,-778,23.7,1596.7,5,5,19389,25.0,1696.6,0.4908133597817637,0.5054443594410281,0.08241724870938354,0.06142322097378276,-13.0
0,0,1,1,17066,-3823,-2613,17.3,1312.6,6,3,19679,23.4,1694.9,0.4848450074917892,0.5169427885345887,0.1153355602793805,0.12430407936025915,-61.0
1,1,6,8,19153,2122,1958,24.8,1750.1,2,2,17195,22.9,1537.9,0.5110229275198275,0.4934963844666293,0.10043526672740156,0.11904038870331005,19.0
1,1,11,8,20300,3988,4246,22.5,1882.6,3,3,16054,19.5,1483.8,0.4990134201718218,0.4898476248527247,0.1485170563822249,0.0790565846745622,30.0
0,0,1,2,17829,-1963,-45,21.8,1416.5,6,7,17874,20.5,1612.8,0.5046674929850078,0.5032509169037963,0.11511286567466344,0.12948679016094747,13.0
0,1,10,17,18193,2607,657,19.3,1811.0,3,5,17536,23.6,1550.3,0.5076896356751247,0.4963462449101028,0.10879643688632452,0.12250227755845733,-43.0
0,1,5,5,19377,1675,2022,23.8,1673.1,4,2,17355,21.8,1505.6,0.4888327097158188,0.4876021803190708,0.13005364915477274,0.1871039578904748,20.0
0,0,8,8,18400,-1720,-1376,20.6,1698.4,9,6,19776,22.6,1870.4,0.5120488215480512,0.490253972746509,0.10606336673752406,0.07462293754428588,-20.0
1,0,2,2,17715,-1929,-680,23.3,1434.1,6,8,18395,23.3,1627.0,0.5004599098415892,0.4793544116363666,0.11956675776900495,0.09865370988966493,0.0
1,1,8,10,19486,2461,1779,23.7,1766.7,5,6,17707,21.7,1520.6,0.5087831500227313,0.4992217110494683,0.1466140297600972,0.13592468873367752,20.0
0,0,1,1,16135,-5578,-2480,20.2,1370.4,8,9,18615,24.7,1928.2,0.5082843421500021,0.5027287134801102,0.1209029253973074,0.14954954954954955,-45.0
0,1,6,11,17107,-3479,-2205,19.1,1586.3,12,18,19312,22.2,1934.2,0.4987195999991069,0.5255643321577806,0.18538313594493366,0.11978945237372204,-31.0
