blueWins,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blueVisionScore,redVisionScore
1,2,0,9,10,0,0,1,6.6,36,1520,1110,20.2,1818.1,4,9,14,0,0,0,6.6,31,16.5,1666.1,16,37
0,3,0,5,7,0,0,0,7.0,49,-623,-39,22.1,1562.8,5,6,6,1,0,0,6.8,42,22.3,1625.1,40,18
1,1,1,11,12,1,0,0,6.8,48,2025,-460,21.1,1809.3,3,5,3,0,0,0,6.8,52,19.9,1606.8,29,12
1,4,0,4,4,0,1,0,7.0,57,-315,718,21.5,1560.7,3,4,3,1,0,0,6.8,62,24.6,1592.2,12,18
1,4,1,3,2,1,0,0,6.8,51,-1592,-2199,21.8,1516.4,1,5,5,0,0,0,7.2,52,25.5,1675.6,15,11
0,4,0,9,5,0,0,0,7.0,43,736,-349,23.8,1809.0,5,8,9,0,0,0,7.4,59,21.3,1735.4,19,16
1,3,1,6,5,1,0,0,7.0,49,3156,1621,24.0,1700.1,2,1,2,0,0,0,6.8,47,20.6,1384.5,14,14
1,5,1,5,9,0,0,0,7.0,48,1085,-556,21.3,1590.4,2,2,1,0,0,0,6.8,64,22.9,1481.9,23,20
1,8,0,11,16,0,1,0,7.2,47,3672,4732,23.9,1821.5,4,4,6,1,0,0,6.2,59,18.3,1454.3,24,16
1,3,0,5,3,0,0,0,7.0,60,-126,463,21.6,1617.7,3,6,6,1,1,0,6.6,58,21.5,1630.3,16,17
0,5,0,5,5,1,0,1,6.8,44,-988,-1321,20.6,1708.7,3,9,8,0,1,1,7.2,39,20.1,1807.5,16,59
1,3,1,6,5,0,1,0,7.0,50,466,933,22.4,1659.4,4,5,8,1,0,0,7.0,52,23.3,1612.8,14,40
0,3,1,2,1,0,0,0,7.0,64,-1443,-269,24.1,1510.1,1,4,5,1,0,0,7.0,68,21.7,1654.4,37,44
1,4,0,5,4,1,0,0,6.8,63,833,383,20.9,1578.7,2,5,10,0,0,0,6.6,36,17.9,1495.4,23,43
1,3,1,4,3,1,0,0,7.0,56,-189,-709,25.5,1593.6,2,5,4,0,0,0,7.4,44,25.2,1612.5,19,17
0,3,0,3,6,0,0,0,7.2,60,-233,20,23.4,1560.8,1,4,4,1,1,0,7.2,57,24.0,1584.1,16,15
1,2,1,7,4,0,0,0,7.0,58,-193,548,22.6,1722.6,3,8,7,1,0,0,7.2,48,22.3,1741.9,11,18
0,1,0,8,6,0,0,0,7.2,64,-1832,-386,19.8,1697.2,1,9,10,1,0,0,7.4,60,23.0,1880.4,16,37
1,5,0,6,6,0,1,0,7.4,50,961,849,22.4,1642.1,0,6,4,0,0,0,7.0,48,19.4,1546.0,9,18
0,0,0,2,3,0,1,1,6.8,55,1047,-143,25.5,1666.4,3,3,4,1,0,0,7.0,54,24.7,1561.7,14,14
0,2,0,4,4,0,0,0,6.8,57,-6000,-3856,18.6,1492.0,4,12,15,1,0,0,7.6,60,24.6,2092.0,14,16
0,2,0,9,7,1,0,0,7.4,56,3036,3251,24.8,1822.7,2,5,3,0,0,0,6.6,44,17.3,1519.1,144,15
1,4,1,16,21,0,0,0,7.0,33,5422,3259,17.7,1988.5,3,4,4,1,0,0,6.4,32,18.2,1446.3,19,15
0,1,0,7,7,0,0,0,6.4,40,-3230,-3243,18.0,1522.5,3,11,7,1,0,0,7.2,52,22.7,1845.5,15,17
0,4,0,3,5,1,0,0,6.8,50,-2692,-1151,21.7,1507.0,3,7,14,0,0,0,7.6,52,22.5,1776.2,14,15
0,4,0,6,3,1,0,0,7.0,39,-336,-124,23.2,1642.5,1,8,6,0,0,0,7.2,47,19.7,1676.1,14,15
1,1,1,7,10,0,0,0,7.0,52,1089,196,23.3,1716.8,6,5,4,1,0,0,6.8,52,23.5,1607.9,17,12
1,3,0,9,12,1,0,0,7.0,44,-775,687,20.9,1782.2,2,8,8,0,0,1,6.6,44,21.9,1859.7,83,15
0,2,0,1,2,0,0,0,6.6,55,-4331,-2588,20.8,1405.5,4,8,10,1,0,0,7.2,56,22.6,1838.6,16,43
0,2,0,5,6,1,0,0,6.6,48,-916,483,20.8,1621.3,1,7,12,0,0,0,7.0,56,21.5,1712.9,16,12
0,1,0,6,4,0,0,0,7.0,52,-2529,-2091,20.2,1633.7,4,12,15,1,0,0,7.2,48,21.4,1886.6,13,36
0,1,1,2,3,0,1,0,7.0,60,705,-208,23.4,1573.6,1,2,2,1,0,0,7.0,59,25.0,1503.1,18,16
1,5,0,4,3,0,1,1,6.8,45,1814,619,24.2,1679.0,3,4,5,1,0,0,6.8,47,18.5,1497.6,14,20
0,6,1,3,5,1,0,0,6.6,54,-1053,-1363,23.0,1609.1,7,5,5,0,0,0,7.0,47,24.8,1714.4,23,17
0,2,0,2,3,0,0,0,6.4,42,-4395,-4086,21.0,1443.3,4,9,9,1,1,1,7.4,63,21.9,1882.8,14,17
1,3,1,7,4,0,0,0,7.0,52,3129,1416,23.7,1738.9,2,2,1,1,0,0,6.8,60,20.3,1426.0,12,12
0,1,0,2,2,0,1,0,6.6,64,-4666,-3086,20.5,1447.5,4,9,9,1,0,1,7.2,58,22.4,1914.1,15,14
0,3,0,1,1,0,1,0,7.0,80,599,754,26.4,1537.3,3,3,3,0,0,0,6.8,48,21.2,1477.4,37,43
0,0,0,3,3,0,0,0,6.6,41,-2528,-993,20.2,1438.1,0,7,10,1,0,0,6.8,51,19.6,1690.9,11,14
1,2,1,8,5,0,0,0,7.2,51,1283,518,24.8,1797.5,1,7,2,1,0,0,7.0,68,21.7,1669.2,12,15
1,4,1,7,8,1,0,0,7.2,64,2929,1296,23.1,1745.9,1,2,2,0,0,0,7.0,64,19.1,1453.0,19,15
1,2,1,6,8,0,1,1,7.4,72,2638,2423,23.2,1905.6,1,7,12,0,0,0,6.8,37,20.4,1641.8,14,16
0,4,0,2,2,0,0,0,6.6,44,-4158,-3452,19.9,1411.7,3,8,7,1,1,0,7.4,56,24.8,1827.5,17,15
0,1,1,6,12,0,1,0,6.8,45,-355,-1775,22.7,1719.1,1,7,8,0,0,0,7.2,64,20.4,1754.6,17,12
1,1,1,9,11,1,0,0,7.2,51,3161,2079,21.6,1858.5,2,4,4,0,0,0,6.8,68,18.5,1542.4,15,13
1,2,1,11,4,1,1,0,7.2,48,2875,3178,22.4,1827.1,2,4,4,0,0,0,6.8,56,21.3,1539.6,17,12
1,1,1,8,8,0,0,0,6.8,59,3363,2997,21.8,1795.3,2,5,9,1,0,0,6.4,43,17.6,1459.0,13,13
0,6,1,6,8,1,0,0,6.8,47,6,1023,18.4,1564.5,1,4,3,0,1,0,6.6,42,23.0,1563.9,24,19
0,1,0,1,1,0,0,0,6.8,45,-2574,-404,24.1,1458.8,3,4,6,0,0,1,6.8,47,22.2,1716.2,14,11
1,2,0,4,7,0,0,0,7.0,44,-428,-432,26.0,1615.2,4,5,7,1,1,0,7.2,56,23.8,1658.0,16,16
1,1,1,8,5,1,0,0,6.8,47,1866,80,21.2,1703.0,3,2,2,0,0,0,7.2,57,24.6,1516.4,16,17
1,2,1,15,9,0,1,0,7.6,54,1902,3370,21.5,1920.4,4,10,12,0,0,0,6.8,27,18.3,1730.2,122,13
0,3,0,4,3,0,0,0,7.0,49,-1375,-850,21.8,1492.5,7,5,4,1,0,0,7.6,76,22.0,1630.0,26,16
1,2,0,8,9,1,1,0,7.2,49,2585,3290,22.2,1756.1,3,3,4,0,0,0,6.4,43,22.2,1497.6,18,19
0,9,0,4,7,0,0,0,6.6,47,-2353,-2050,21.1,1504.9,9,8,7,1,1,0,7.0,44,23.5,1740.2,15,29
0,3,1,3,4,1,0,0,7.0,60,-279,-411,23.3,1552.3,1,4,6,0,0,0,7.2,52,24.7,1580.2,12,13
0,1,0,2,2,0,0,0,6.8,56,-2917,-2806,22.7,1491.0,0,11,4,1,1,0,7.0,53,21.6,1782.7,13,17
0,1,1,5,4,0,0,0,6.6,40,-3783,-3300,20.0,1578.7,4,14,12,1,0,0,7.2,61,20.1,1957.0,13,30
0,3,0,5,4,0,0,0,7.2,53,-103,859,26.4,1684.0,2,5,3,1,1,1,7.0,48,21.9,1694.3,12,17
1,5,0,2,2,1,0,0,6.8,48,-1345,-621,24.0,1454.1,2,2,2,0,0,0,7.2,61,26.0,1588.6,26,15
1,0,1,6,6,0,0,0,7.0,55,-1115,-883,19.3,1627.3,4,8,7,1,0,0,7.2,72,20.8,1738.8,17,16
0,3,0,2,5,0,0,0,6.8,56,-1711,-2183,22.2,1453.1,4,5,5,1,0,0,7.2,52,23.5,1624.2,26,15
1,5,1,9,10,0,0,0,7.0,25,1221,-172,22.9,1741.3,0,5,7,0,0,0,7.0,67,21.3,1619.2,46,15
0,7,0,3,3,0,0,0,6.8,50,-2461,-1626,24.6,1562.2,1,9,10,1,0,0,7.2,48,22.8,1808.3,32,18
0,2,1,10,11,1,1,1,7.2,53,2100,1556,19.8,1955.6,2,10,11,0,0,0,6.8,47,18.9,1745.6,9,16
0,2,1,6,5,0,0,0,7.0,65,823,2681,21.3,1679.7,2,7,11,0,1,0,6.4,44,15.8,1597.4,17,14
0,4,0,5,10,0,1,0,6.6,47,-488,-237,22.5,1573.5,3,7,8,1,0,0,6.8,48,20.0,1622.3,15,19
1,1,1,13,15,1,0,0,7.2,51,2093,2151,20.6,1857.0,1,7,11,0,0,0,6.6,42,21.2,1647.7,23,16
1,3,1,8,8,0,0,0,7.0,40,3364,2412,22.7,1784.9,1,3,2,1,0,0,6.4,49,22.3,1448.5,16,15
1,3,1,11,16,1,0,0,7.4,49,3356,2257,23.2,1936.4,3,6,9,0,0,0,6.8,41,19.8,1600.8,18,18
1,2,0,9,7,0,0,0,7.2,57,1992,2548,22.6,1704.7,1,4,4,1,0,0,6.6,44,22.5,1505.5,14,14
0,6,1,5,4,0,0,0,7.0,52,-1198,-833,23.7,1610.5,4,9,8,0,1,0,7.2,40,23.0,1730.3,16,19
0,2,0,5,5,0,0,0,7.0,44,-2415,-2092,22.2,1561.1,1,9,10,1,0,0,7.2,56,23.1,1802.6,14,12
1,0,1,12,12,0,0,0,7.2,45,2265,2656,23.1,1876.6,0,6,6,0,0,0,6.8,48,22.5,1650.1,12,24
1,2,1,7,6,1,0,0,7.2,56,2708,1906,23.1,1759.0,2,4,3,0,1,0,6.6,37,22.3,1488.2,17,107
0,1,1,6,3,0,1,0,6.4,38,-2558,-2878,19.2,1522.2,7,10,15,1,0,0,7.2,49,20.5,1778.0,19,56
0,3,0,3,1,0,0,0,7.2,56,-294,-531,23.9,1553.7,5,4,4,0,1,0,7.2,48,24.4,1583.1,19,15
1,3,1,10,9,1,0,0,7.4,75,4692,3644,24.4,1926.5,1,5,0,0,0,0,6.6,28,22.1,1457.3,15,16
0,3,0,2,2,1,0,0,7.0,56,-1222,-815,23.7,1474.6,2,3,2,0,0,0,7.2,44,24.6,1596.8,21,18
1,3,0,4,7,1,0,0,6.8,40,-1107,-2894,22.7,1526.1,1,7,4,0,0,0,7.2,68,22.4,1636.8,14,16
0,1,0,2,0,0,0,0,6.2,43,-3179,-937,19.1,1346.5,2,6,6,1,0,0,6.6,43,22.6,1664.4,17,15
1,1,1,16,7,0,1,0,7.4,60,5565,5067,23.0,2031.0,1,5,3,1,0,0,6.2,46,16.9,1474.5,10,81
1,1,1,7,10,0,0,0,7.0,56,1863,464,22.7,1752.7,2,4,6,1,0,0,7.0,48,23.1,1566.4,15,18
0,3,1,7,7,0,0,0,6.2,31,-4179,-4531,18.3,1506.1,3,13,8,0,1,0,7.2,52,23.6,1924.0,16,15
1,1,1,7,7,1,0,0,7.2,57,-923,-229,21.3,1676.5,0,9,8,0,0,0,7.0,38,21.4,1768.8,48,11
0,2,0,4,4,0,0,0,6.6,50,-1910,-1781,20.0,1501.8,2,7,6,0,0,0,7.2,43,22.7,1692.8,14,36
1,3,1,9,9,0,0,0,7.4,48,4061,3186,22.5,1820.5,0,3,2,0,1,0,6.6,39,18.7,1414.4,33,12
1,0,1,5,6,0,0,0,6.6,51,-480,-607,18.7,1528.4,1,3,3,1,0,0,6.6,60,23.0,1576.4,13,15
0,4,1,3,4,1,0,0,6.4,52,-2243,-3667,20.2,1502.6,5,6,8,0,0,0,7.6,75,22.9,1726.9,21,37
0,5,1,5,5,0,0,0,6.8,52,443,-1437,21.2,1582.7,1,3,4,1,0,0,7.2,59,23.2,1538.4,12,38
1,0,0,6,8,0,0,0,7.2,60,354,816,22.1,1646.3,1,4,1,0,0,0,7.0,48,22.5,1610.9,37,15
1,0,1,9,7,0,0,0,6.8,31,-363,-191,19.6,1690.8,2,8,9,1,0,0,6.8,68,18.7,1727.1,18,40
0,5,0,6,5,0,1,1,7.2,68,2459,834,22.8,1801.7,2,3,3,1,0,0,6.8,51,22.0,1555.8,20,18
1,2,1,4,2,1,0,0,6.8,44,-216,882,22.1,1525.7,4,3,3,0,0,0,6.6,53,24.4,1547.3,14,16
0,3,0,0,0,0,0,0,7.0,62,-3585,-3405,21.7,1364.3,4,5,6,1,0,0,7.4,68,26.6,1722.8,22,18
1,3,0,3,1,0,0,0,6.4,52,-2778,-2174,20.6,1441.8,5,8,7,1,1,0,7.0,52,20.5,1719.6,27,16
0,4,0,5,5,1,0,0,7.0,48,-2450,-1839,24.1,1599.9,2,8,6,0,0,0,7.2,63,25.5,1844.9,12,54
1,3,0,3,4,0,0,0,6.8,55,-330,-142,20.2,1503.1,1,4,5,0,1,0,6.6,46,21.5,1536.1,23,17
0,3,0,6,8,1,0,0,7.2,48,2279,2842,21.0,1612.9,2,1,1,0,0,0,6.4,39,20.5,1385.0,25,17
0,5,0,5,8,0,0,0,7.0,48,-1694,-1,21.6,1605.9,6,4,5,1,1,1,7.2,52,23.1,1775.3,13,22
1,1,0,8,13,0,0,0,7.0,34,709,1296,25.6,1773.1,1,6,5,0,0,0,6.8,54,22.9,1702.2,17,13
0,2,0,4,3,0,0,0,6.6,40,-6871,-5115,21.9,1520.2,2,12,11,1,0,1,8.0,80,25.3,2207.3,12,34
1,4,0,4,1,0,0,0,7.2,60,987,1253,24.6,1578.6,1,4,4,1,0,0,6.8,47,20.0,1479.9,12,17
1,3,1,5,11,0,1,0,7.0,56,145,-862,21.6,1600.3,5,3,4,0,0,0,7.0,59,24.6,1585.8,21,16
0,4,0,2,1,0,0,0,6.2,31,-3975,-4232,20.6,1386.7,3,9,9,0,0,0,7.0,44,23.7,1784.2,80,17
1,2,1,5,4,1,0,0,7.0,56,683,246,22.8,1579.2,1,4,6,0,0,0,6.6,41,21.0,1510.9,18,20
0,5,0,2,2,0,0,0,6.8,49,-1674,-772,21.5,1441.5,5,5,6,1,0,0,6.8,44,24.6,1608.9,18,19
1,1,0,6,6,1,0,0,7.0,56,1630,1924,23.6,1666.5,1,3,3,0,0,0,6.8,36,23.5,1503.5,13,14
1,4,0,5,2,0,0,0,6.6,45,-848,-4,24.9,1577.5,3,5,7,1,0,0,6.6,53,22.5,1662.3,17,19
0,3,1,4,5,1,0,0,6.8,50,217,72,23.7,1641.8,0,7,5,0,0,0,6.6,40,21.6,1620.1,16,16
0,3,1,12,8,0,0,0,7.6,50,3224,2800,24.2,1952.5,7,8,10,0,0,0,7.0,32,18.1,1630.1,19,60
0,0,0,4,3,0,0,0,6.6,49,-6973,-3705,15.9,1434.9,0,13,11,1,0,1,7.6,60,26.3,2132.2,12,19
0,1,1,6,9,0,0,0,6.6,48,-1726,63,22.6,1648.0,2,8,9,0,1,1,6.8,26,22.9,1820.6,12,18
1,2,0,8,4,1,1,0,7.6,56,1289,2602,23.7,1768.3,2,7,7,0,0,0,6.6,36,20.8,1639.4,13,16
0,0,1,8,8,1,0,0,6.8,48,-3201,-3067,20.0,1679.7,1,13,16,0,0,0,7.6,47,23.2,1999.8,14,55
0,1,1,5,3,1,0,0,6.6,40,-1313,-1476,18.3,1461.6,1,6,3,0,0,0,7.0,56,21.7,1592.9,16,14
1,1,1,11,11,0,0,0,7.2,50,5269,3577,24.5,1862.2,1,1,1,0,0,0,6.6,45,18.9,1335.3,19,36
0,2,0,4,3,0,0,0,6.6,49,-5354,-4248,19.5,1468.9,4,11,10,1,0,0,7.6,61,24.4,2004.3,16,15
0,1,0,10,13,1,0,0,6.8,52,-1949,-1074,19.4,1784.2,3,12,12,0,0,0,7.2,46,22.8,1979.1,13,15
1,1,0,2,1,1,0,0,7.2,64,-1318,132,23.7,1475.6,5,3,5,0,0,0,6.8,38,26.6,1607.4,41,17
1,4,0,12,23,1,0,0,6.8,43,3098,2685,21.2,1849.4,1,5,9,0,0,0,6.2,34,18.8,1539.6,14,25
0,3,0,2,4,1,0,0,6.4,46,-2809,-2023,20.2,1387.0,7,7,7,0,0,0,6.8,50,22.1,1667.9,18,20
0,3,0,3,2,1,0,0,6.4,44,-108,-914,21.2,1440.9,3,3,5,0,1,0,7.0,50,20.0,1451.7,17,42
0,2,0,5,5,0,0,0,6.8,44,-3318,-2979,19.7,1554.3,1,11,8,1,1,0,7.6,60,22.8,1886.1,15,14
0,0,0,6,5,0,0,0,6.4,49,-4093,-2844,17.7,1574.0,1,14,16,1,0,0,7.2,41,20.8,1983.3,84,22
1,0,1,5,4,0,0,0,6.8,60,-854,-1069,19.0,1569.1,1,7,5,1,1,0,7.0,52,22.7,1654.5,63,17
1,1,1,3,4,0,1,0,7.0,61,-1891,-1211,20.7,1531.4,5,8,6,0,0,0,7.2,44,22.6,1720.5,19,11
1,4,1,14,15,0,0,1,7.2,58,5872,4455,20.5,2003.0,4,3,5,0,0,0,6.0,34,17.1,1415.8,41,37
1,2,1,6,5,1,0,0,7.4,68,3713,3023,25.7,1812.1,5,2,1,0,1,0,6.6,40,24.1,1440.8,18,21
1,3,1,10,12,1,1,0,7.2,63,3149,2125,22.3,1862.5,1,5,4,0,0,0,6.8,40,22.7,1547.6,17,17
1,4,1,10,7,0,0,0,7.2,47,4263,2953,23.3,1815.2,3,1,2,0,1,0,6.6,55,20.4,1388.9,19,16
1,1,1,7,10,0,0,0,7.2,46,2896,1979,23.3,1735.0,0,3,6,0,0,0,6.4,40,19.9,1445.4,18,15
1,1,1,6,7,1,0,0,7.0,52,2216,1311,21.8,1636.3,3,2,2,0,0,0,6.6,56,21.1,1414.7,13,20
1,1,1,8,5,1,0,0,6.8,56,530,227,17.5,1610.4,5,5,4,0,0,0,6.8,47,22.7,1557.4,18,15
1,5,1,6,9,1,0,0,6.6,32,-729,-889,19.5,1540.1,2,5,5,0,0,0,6.6,51,19.1,1613.0,25,18
1,3,0,8,9,1,0,0,7.4,62,5885,4652,25.4,1933.1,0,1,0,0,0,0,6.4,59,16.9,1344.6,9,15
0,2,1,11,9,1,0,0,7.2,56,2607,1862,19.6,1753.7,2,6,2,0,0,0,7.0,44,18.3,1493.0,16,11
0,5,1,11,14,0,0,0,7.2,52,1952,1542,20.3,1837.9,3,6,9,1,0,0,6.8,64,19.6,1642.7,20,17
0,2,0,2,2,0,0,0,6.4,59,-1726,-1890,21.0,1485.7,1,7,17,1,0,0,7.2,44,20.3,1658.3,18,15
1,5,1,8,6,0,0,0,7.0,48,996,116,22.0,1752.0,1,6,6,1,0,0,6.8,43,22.1,1652.4,13,20
0,3,0,4,4,0,0,0,6.6,48,-4715,-1691,20.9,1483.7,5,9,10,1,1,1,7.4,44,23.9,1955.2,16,12
0,6,0,5,8,0,0,0,7.2,52,928,-633,23.7,1693.0,4,5,3,1,0,0,7.2,56,24.1,1600.2,16,20
0,5,0,7,11,0,0,0,6.8,56,-1514,-893,19.6,1633.2,4,10,9,1,0,0,6.8,48,21.1,1784.6,99,15
0,5,0,5,2,0,0,0,7.2,43,-281,497,23.1,1580.7,7,6,5,0,0,0,7.0,48,23.0,1608.8,19,16
1,5,0,11,10,1,0,0,7.2,44,-438,-669,22.2,1872.0,1,10,12,0,0,0,7.2,64,18.6,1915.8,16,37
0,2,0,1,1,0,0,0,6.6,52,-579,-379,22.8,1421.5,6,2,1,1,0,0,6.8,40,23.3,1479.4,19,39
1,2,1,13,9,0,0,0,7.2,56,3579,2679,24.4,1912.4,3,5,4,1,0,0,7.0,52,19.1,1554.5,17,15
0,2,0,3,1,0,0,0,6.8,44,-1241,-1045,22.2,1435.2,3,4,2,0,1,0,6.8,55,23.2,1559.3,18,15
1,4,0,5,7,0,0,0,7.0,56,727,-566,25.2,1678.4,0,3,2,0,0,0,7.2,55,22.1,1605.7,26,13
1,1,1,5,6,1,0,0,6.8,50,-972,-1814,24.1,1632.8,0,7,8,0,0,0,7.2,53,23.3,1730.0,15,15
0,1,0,5,3,0,0,0,7.0,48,-1086,646,20.0,1531.8,1,8,8,1,1,0,6.8,43,19.4,1640.4,13,35
1,0,1,3,5,0,0,0,6.8,42,-2200,-1933,20.7,1489.6,2,5,6,1,1,0,7.4,63,23.5,1709.6,15,53
1,1,1,5,6,1,0,0,7.0,51,481,-259,20.2,1566.7,1,3,1,0,0,0,6.8,57,21.9,1518.6,15,17
1,3,1,13,13,1,0,1,7.4,84,4612,2877,22.7,2190.8,1,9,12,0,0,0,7.0,44,19.5,1729.6,15,15
0,4,1,6,5,0,1,0,6.8,42,1506,-265,23.4,1637.2,3,5,3,1,0,0,6.8,59,20.0,1486.6,72,39
1,2,1,7,9,1,0,0,6.4,51,2090,468,18.8,1599.3,4,2,2,0,0,0,6.4,36,20.9,1390.3,17,18
0,0,0,5,7,0,0,0,6.2,48,-2579,-3819,13.6,1446.9,3,5,2,0,1,0,7.2,60,24.4,1704.8,15,14
1,4,1,5,6,1,0,0,7.2,56,1723,740,25.9,1695.6,2,1,1,0,1,0,6.8,64,26.2,1523.3,21,14
0,2,1,7,4,0,1,0,7.0,48,559,55,21.2,1669.9,3,7,7,1,0,0,7.2,56,19.4,1614.0,13,16
0,3,0,3,1,0,0,0,6.6,41,-3346,-3153,23.7,1486.8,5,8,9,1,1,0,7.2,52,22.9,1821.4,25,18
0,2,1,9,15,1,1,0,7.0,44,785,812,21.8,1828.1,3,11,12,0,0,0,7.0,40,18.4,1749.6,16,48
0,6,0,3,4,0,0,0,7.4,56,-439,775,21.4,1514.4,2,5,6,1,1,0,6.6,32,24.1,1558.3,18,17
0,2,0,4,4,0,0,0,6.4,48,-4416,-3186,18.2,1413.5,4,10,10,1,0,0,7.4,44,23.1,1855.1,21,16
0,2,1,3,2,0,0,0,6.2,42,-4523,-3729,16.9,1380.8,1,9,9,1,0,0,7.2,65,21.9,1833.1,12,18
0,4,0,4,4,1,0,0,6.6,38,-3447,-3324,20.6,1513.7,5,9,10,0,1,0,7.2,59,26.2,1858.4,18,17
1,3,1,7,7,1,0,0,7.0,48,2145,870,22.3,1724.7,4,4,5,0,0,0,6.8,29,23.1,1510.2,21,15
0,2,0,5,6,0,0,0,7.2,48,577,1501,24.7,1648.5,1,4,5,1,0,0,6.8,56,23.6,1590.8,15,15
0,6,1,7,11,0,1,0,6.8,52,-1883,-873,20.9,1686.7,4,12,13,1,0,0,7.0,34,22.6,1875.0,21,20
0,4,0,3,2,0,0,0,6.0,55,-3608,-4288,19.4,1427.2,4,9,4,0,0,0,7.2,47,25.9,1788.0,37,15
0,4,0,3,4,0,0,0,6.6,49,-4690,-3429,18.2,1428.2,8,9,11,1,0,0,7.4,65,23.5,1897.2,73,15
1,3,1,4,5,0,0,0,6.8,56,1705,177,22.0,1635.2,1,3,2,1,0,0,7.0,64,20.2,1464.7,19,17
0,2,1,10,12,0,0,0,7.4,44,2417,2101,24.2,1786.2,1,3,3,1,0,0,7.0,64,20.3,1544.5,13,15
0,7,1,7,12,1,1,0,6.8,54,617,866,20.4,1643.1,5,4,6,0,0,0,6.6,52,23.6,1581.4,20,19
1,4,1,5,5,0,0,0,7.4,51,2861,2287,25.3,1711.4,3,1,1,1,0,0,6.8,51,24.8,1425.3,18,16
1,5,0,9,11,1,1,1,6.6,31,503,-222,22.6,1900.3,1,10,14,0,0,0,6.6,43,20.9,1850.0,18,19
0,4,1,6,10,0,0,0,6.4,35,-1679,-1569,18.8,1545.1,4,9,10,1,1,0,7.2,48,18.8,1713.0,11,24
0,4,1,9,13,1,0,0,7.2,52,2361,770,20.5,1794.1,2,3,3,0,0,0,6.8,52,24.9,1558.0,16,17
1,13,1,12,10,1,0,0,7.8,51,4932,3923,24.6,1953.7,1,3,2,0,0,0,6.6,48,21.2,1460.5,14,40
1,3,1,7,6,0,0,0,6.6,45,1310,-95,23.2,1686.3,3,3,3,1,0,0,6.8,55,22.7,1555.3,20,14
0,2,1,3,3,1,0,0,6.8,48,-2314,-2460,21.3,1531.5,6,8,11,0,0,0,7.2,61,23.7,1762.9,31,14
1,6,0,5,10,1,0,0,7.0,55,-153,-962,20.4,1585.3,5,6,4,0,0,0,6.8,44,24.1,1600.6,27,20
0,1,1,2,0,0,0,0,6.6,56,-2186,-1093,20.7,1407.2,1,6,7,1,0,0,7.0,54,21.0,1625.8,16,37
0,3,0,9,8,0,0,0,6.8,41,-1567,1876,17.6,1703.0,0,12,15,0,0,0,6.2,36,17.1,1859.7,43,15
0,0,1,6,5,0,0,0,6.8,35,-2139,-1844,19.4,1561.7,0,8,10,1,0,0,7.4,80,20.0,1775.6,38,95
1,2,1,3,4,1,0,0,6.6,53,487,-618,21.3,1563.4,2,1,0,0,1,0,7.0,70,24.2,1514.7,17,37
1,2,0,5,2,0,1,0,6.8,52,-860,-121,21.1,1549.3,0,7,10,1,0,0,7.0,46,20.2,1635.3,14,17
0,4,0,5,5,1,0,0,7.2,52,786,1155,24.4,1595.9,2,3,5,0,0,0,6.8,49,23.8,1517.3,19,17
0,4,1,4,2,0,0,0,7.0,56,-1757,-1856,22.9,1594.5,1,10,8,1,1,0,7.2,60,20.9,1770.2,14,28
1,2,0,8,8,0,0,0,7.0,43,-1067,-523,21.8,1738.9,2,9,9,1,0,0,7.4,60,23.4,1845.6,39,18
1,1,1,11,14,1,0,0,7.2,41,3354,2760,20.5,1796.1,0,4,5,0,0,0,6.8,32,20.6,1460.7,17,13
0,3,0,4,2,0,0,0,7.6,67,419,1790,23.4,1574.4,2,3,0,1,0,0,7.2,52,26.3,1532.5,14,16
0,4,0,7,10,1,0,0,7.0,43,1131,1518,23.1,1665.7,4,3,3,0,0,0,6.6,60,23.3,1552.6,14,15
0,5,1,3,3,1,0,0,7.0,70,1151,1753,24.7,1595.1,4,2,1,0,1,0,6.8,45,23.6,1480.0,36,48
1,6,0,7,8,0,0,0,6.8,51,-1206,-963,19.1,1595.6,5,8,7,1,0,0,7.0,44,24.3,1716.2,17,19
0,1,0,4,4,0,0,0,6.8,68,-1620,-720,23.9,1618.4,4,9,8,0,0,0,7.2,52,21.8,1780.4,17,15
1,1,0,9,7,0,0,0,7.2,52,731,1627,21.2,1751.8,1,7,4,1,0,0,7.0,47,19.2,1678.7,22,13
1,5,1,6,10,0,0,0,6.8,53,1182,420,22.7,1699.2,2,6,8,0,0,0,6.6,39,20.3,1581.0,16,20
0,1,0,3,2,0,0,0,6.8,45,-2155,-1351,22.4,1431.7,2,4,4,0,1,0,7.0,52,23.9,1647.2,19,20
1,4,1,3,2,0,0,0,7.2,48,-792,-9,22.0,1493.5,5,5,6,0,0,0,7.0,49,22.1,1572.7,38,13
0,0,1,2,2,0,0,0,6.4,50,-635,-1175,23.5,1473.6,1,3,4,0,0,0,7.2,47,23.5,1537.1,15,17
1,4,1,10,12,1,0,0,7.0,51,3711,2294,22.0,1844.4,3,2,2,0,0,0,6.4,47,23.4,1473.3,15,16
