,gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalExperience,blueGoldDiff,blueExperienceDiff,blueCSDiff,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalExperience,redAssists,blueCSPerMin,redCSPerMin,blueGoldPerMin,redGoldPerMin,blueAvgPickrate,redAvgPickrate,blueAvgWinrate,redAvgWinrate
3443,ESPORTSTMNT04/1610075,"['Gnar', 'Hecarim', 'Seraphine', 'Xayah', 'Leona']",1,1.0,0.0,18942.0,2372.0,848.0,26.0,4.0,7.0,1.0,"['ChoGath', 'Olaf', 'Azir', 'KaiSa', 'Rell']",0.0,18094.0,2.0,35.4,32.8,1735.2,1498.0,0.19164049287267457,0.20719980671659824,0.5109411304481525,0.49720586183006105
3444,ESPORTSTMNT01/1884729,"['Gragas', 'Graves', 'Syndra', 'KaiSa', 'Rakan']",0,1.0,0.0,17564.0,-1694.0,-2176.0,-26.0,2.0,1.0,3.0,"['Renekton', 'Lillia', 'Yone', 'Senna', 'Tahm Kench']",0.0,19740.0,2.0,28.1,30.7,1472.5,1641.9,0.20415559313843926,0.1323266489490215,0.496998067499855,0.5036737045198361
3445,ESPORTSTMNT01/1894591,"['Renekton', 'Taliyah', 'Twisted Fate', 'KaiSa', 'Rell']",1,1.0,0.0,18684.0,1905.0,701.0,34.0,2.0,3.0,1.0,"['Sion', 'Graves', 'Ryze', 'Tristana', 'Alistar']",0.0,17983.0,1.0,34.1,30.7,1623.0,1432.5,0.2130707900459048,0.15472336313119112,0.5389047491733863,0.4815310995020388
3446,ESPORTSTMNT01/1884734,"['Jayce', 'Dr. Mundo', 'Seraphine', 'KaiSa', 'Nautilus']",1,1.0,0.0,19989.0,440.0,1495.0,17.0,1.0,0.0,1.0,"['Gnar', 'Lillia', 'Yone', 'Jinx', 'Tahm Kench']",0.0,18494.0,2.0,34.7,33.0,1555.4,1511.4,0.17535636627204637,0.1362647982604494,0.49674560918912825,0.5038288241455089
3447,ESPORTSTMNT01/1884753,"['Gnar', 'Nidalee', 'Jayce', 'Varus', 'Lulu']",1,0.0,0.0,18328.0,438.0,120.0,2.0,4.0,6.0,4.0,"['Kled', 'Olaf', 'Syndra', 'Miss Fortune', 'Karma']",0.0,18208.0,1.0,29.6,29.4,1600.8,1557.0,0.12589997583957477,0.09768059917854555,0.5068905570509845,0.46775526721839533
3448,ESPORTSTMNT01/1884759,"['Renekton', 'Nidalee', 'Azir', 'Senna', 'Alistar']",0,0.0,0.0,18106.0,-852.0,26.0,-14.0,1.0,2.0,2.0,"['Gnar', 'Lillia', 'Lucian', 'Jhin', 'Leona']",0.0,18080.0,4.0,30.5,31.9,1466.0,1551.2,0.17554964967383427,0.17562213094950474,0.5085508721979488,0.49250943767785865
3449,ESPORTSTMNT01/1894614,"['Karma', 'Hecarim', 'Twisted Fate', 'KaiSa', 'Nautilus']",1,0.0,0.0,18217.0,-917.0,-1081.0,-25.0,1.0,2.0,2.0,"['Sion', 'Lillia', 'Lucian', 'Caitlyn', 'Braum']",0.0,19298.0,5.0,32.6,35.1,1531.8,1623.5,0.2060159458806475,0.10260932592413627,0.5025722403564018,0.47586153796796477
3450,ESPORTSTMNT01/1884786,"['Kennen', 'Jarvan IV', 'Yone', 'Jinx', 'Thresh']",0,0.0,0.0,17002.0,-1948.0,-1993.0,-50.0,0.0,0.0,2.0,"['Gnar', 'Olaf', 'Orianna', 'Lucian', 'Braum']",0.0,18995.0,2.0,29.9,34.9,1384.5,1579.3,0.08521381976322784,0.17554964967383424,0.49250282178913884,0.5065782608883176
3451,ESPORTSTMNT01/1884802,"['Gragas', 'Olaf', 'Seraphine', 'Aphelios', 'Rell']",0,1.0,0.0,18037.0,1374.0,639.0,22.0,3.0,5.0,1.0,"['Sion', 'Nidalee', 'Tristana', 'KaiSa', 'Alistar']",0.0,17398.0,4.0,32.7,30.5,1593.7,1456.3,0.1716115003624064,0.22776032858178302,0.5099887095500855,0.503650141510086
3452,ESPORTSTMNT01/1884842,"['Jax', 'Lillia', 'Tristana', 'Lucian', 'Thresh']",1,1.0,0.0,18071.0,810.0,946.0,-19.0,2.0,4.0,0.0,"['Kayn', 'Camille', 'Syndra', 'Jinx', 'Lulu']",0.0,17125.0,0.0,29.1,31.0,1508.9,1427.9,0.15061609084319885,0.09045663203672384,0.4809724683848354,0.490290061787111
3453,ESPORTSTMNT01/1894664,"['Aatrox', 'Udyr', 'Orianna', 'Kalista', 'Thresh']",1,0.0,0.0,18282.0,362.0,375.0,26.0,1.0,2.0,4.0,"['Sion', 'Lillia', 'Ahri', 'Jhin', 'Nautilus']",0.0,17907.0,4.0,33.6,31.0,1650.4,1614.2,0.18207296448417493,0.11599420149794634,0.5084357873730656,0.4678513969841296
3454,ESPORTSTMNT01/1884848,"['Tristana', 'Lillia', 'Azir', 'Senna', 'Tahm Kench']",1,1.0,0.0,18819.0,2211.0,1052.0,-18.0,3.0,3.0,1.0,"['Gnar', 'Taliyah', 'Irelia', 'Aphelios', 'Alistar']",0.0,17767.0,1.0,30.8,32.6,1734.4,1513.3,0.1447692679391157,0.1563904324716115,0.5008905114060627,0.5266592390445076
3455,ESPORTSTMNT01/1894686,"['Aatrox', 'Udyr', 'Syndra', 'KaiSa', 'Nautilus']",1,1.0,0.0,19390.0,-379.0,358.0,8.0,0.0,0.0,0.0,"['Gragas', 'Lillia', 'Lucian', 'Senna', 'Tahm Kench']",0.0,19032.0,0.0,35.0,34.2,1509.5,1547.4,0.23512925827494566,0.13720705484416523,0.4920068846160353,0.49873606867664727
3456,ESPORTSTMNT01/1884890,"['Gangplank', 'Hecarim', 'Seraphine', 'Xayah', 'Rakan']",1,1.0,0.0,17735.0,-787.0,-1170.0,-24.0,0.0,0.0,0.0,"['Gnar', 'Skarner', 'Azir', 'Varus', 'Nautilus']",0.0,18905.0,0.0,31.8,34.2,1436.7,1515.4,0.1310944672626238,0.14493839091568012,0.5056632069328746,0.5062893553246053
3457,ESPORTSTMNT01/1884904,"['Aatrox', 'Dr. Mundo', 'Ahri', 'Ezreal', 'Karma']",0,1.0,0.0,17914.0,-86.0,-443.0,-5.0,1.0,0.0,2.0,"['Gnar', 'Jarvan IV', 'Kassadin', 'Tristana', 'Rell']",0.0,18357.0,1.0,29.8,30.3,1456.9,1465.5,0.08567286784247403,0.1486107755496497,0.4735866103829336,0.4895023958409336
3458,ESPORTSTMNT01/1894711,"['Gnar', 'Lillia', 'Azir', 'Kalista', 'Thresh']",0,0.0,0.0,18659.0,-725.0,-539.0,9.0,0.0,0.0,2.0,"['Jayce', 'Olaf', 'Seraphine', 'Tristana', 'Alistar']",0.0,19198.0,2.0,34.2,33.3,1488.3,1560.8,0.17709591688813725,0.17103165015704275,0.5034641134096149,0.5152488037600949
3459,ESPORTSTMNT01/1884916,"['Sion', 'Lee Sin', 'Azir', 'Jinx', 'Thresh']",1,0.0,0.0,18366.0,-891.0,-1028.0,-19.0,3.0,1.0,3.0,"['ChoGath', 'Olaf', 'Corki', 'KaiSa', 'Maokai']",0.0,19394.0,3.0,31.0,32.9,1512.2,1601.3,0.13870500120802126,0.138342594829669,0.49449313751026225,0.5239990305475671
3460,ESPORTSTMNT01/1894726,"['Gangplank', 'Gragas', 'Azir', 'Caitlyn', 'Thresh']",0,0.0,0.0,18116.0,84.0,-434.0,-5.0,0.0,0.0,0.0,"['Gnar', 'Skarner', 'Orianna', 'Tristana', 'Rell']",0.0,18550.0,0.0,33.1,33.6,1505.8,1497.4,0.1315776757670935,0.1971732302488524,0.4843891294747034,0.5230424347741397
3461,ESPORTSTMNT01/1884949,"['Volibear', 'Nidalee', 'Azir', 'KaiSa', 'Rell']",1,1.0,0.0,18633.0,-1749.0,695.0,24.0,2.0,1.0,4.0,"['Renekton', 'Taliyah', 'Qiyana', 'Xayah', 'Nautilus']",0.0,17938.0,4.0,32.1,29.7,1526.2,1701.1,0.2192316984778932,0.13070790045904807,0.4948757366485312,0.4942146892603819
3462,ESPORTSTMNT01/1894761,"['Gnar', 'Dr. Mundo', 'Orianna', 'KaiSa', 'Alistar']",0,0.0,0.0,18206.0,240.0,422.0,49.0,0.0,0.0,1.0,"['Camille', 'Hecarim', 'Azir', 'Vayne', 'Rell']",0.0,17784.0,3.0,35.5,30.6,1510.3,1486.3,0.2521623580575018,0.15213819763227834,0.5099462686211143,0.5074435248515164
3463,ESPORTSTMNT01/1884990,"['Sion', 'Karthus', 'Renekton', 'Jhin', 'Rell']",1,1.0,0.0,19725.0,-783.0,441.0,6.0,1.0,2.0,1.0,"['Jayce', 'Graves', 'Zoe', 'Gragas', 'Senna']",0.0,19284.0,1.0,35.0,34.4,1547.5,1625.8,0.13653056293790772,0.1247885962792945,0.4872166668871138,0.4889721718913133
3464,ESPORTSTMNT01/1894774,"['Sion', 'Morgana', 'Lucian', 'Tristana', 'Rell']",0,1.0,0.0,18855.0,724.0,459.0,31.0,1.0,0.0,1.0,"['Shen', 'Lillia', 'Yone', 'KaiSa', 'Alistar']",0.0,18396.0,3.0,34.5,31.4,1543.4,1471.0,0.1377627446243054,0.20270596762503018,0.4844664518765522,0.49086457419889495
3465,ESPORTSTMNT01/1885015,"['Camille', 'Olaf', 'Azir', 'Senna', 'Tahm Kench']",0,0.0,0.0,18110.0,444.0,1.0,-33.0,3.0,3.0,1.0,"['Sion', 'Nidalee', 'Viktor', 'Jinx', 'Thresh']",0.0,18109.0,1.0,30.1,33.4,1572.0,1527.6,0.12423290649915439,0.13708625271804784,0.51046163357903,0.4856984802648996
3466,7136-9789,"['Sion', 'Nidalee', 'Syndra', 'Samira', 'Alistar']",0,1.0,0.0,19709.0,-370.0,-211.0,-12.0,4.0,2.0,3.0,"['Gnar', 'Hecarim', 'Viktor', 'Xayah', 'Rell']",0.0,19920.0,6.0,34.1,35.3,1644.6,1681.6,0.14539743899492633,0.2052186518482725,0.4836551228189426,0.5012234665843434
3467,7136-9790,"['Renekton', 'Nidalee', 'Azir', 'Vayne', 'Nautilus']",0,0.0,0.0,18944.0,-2493.0,-1052.0,-24.0,0.0,0.0,4.0,"['Gnar', 'Hecarim', 'Viktor', 'Samira', 'Alistar']",0.0,19996.0,6.0,33.7,36.1,1488.1,1737.4,0.14409277603285817,0.19700410727228798,0.500347852055612,0.5065689360227109
3468,ESPORTSTMNT01/1885059,"['Gragas', 'Kindred', 'Orianna', 'KaiSa', 'Alistar']",1,0.0,0.0,18681.0,-1284.0,-1273.0,9.0,0.0,0.0,3.0,"['Sion', 'Hecarim', 'Zoe', 'Jinx', 'Rell']",0.0,19954.0,3.0,36.4,35.5,1540.9,1669.3,0.24017878714665378,0.14904566320367238,0.5030384221408666,0.48989812371778624
3469,7326-9791,"['Sion', 'Hecarim', 'Orianna', 'Tristana', 'Gragas']",0,1.0,0.0,19139.0,892.0,1008.0,10.0,1.0,2.0,0.0,"['Aatrox', 'Skarner', 'Zoe', 'KaiSa', 'Alistar']",0.0,18131.0,0.0,34.7,33.7,1610.2,1521.0,0.18849963759362165,0.1986711766127084,0.4971156572077491,0.5150129155723395
3470,ESPORTSTMNT01/1894841,"['Aatrox', 'Hecarim', 'Viktor', 'Xayah', 'Rell']",0,0.0,0.0,19055.0,-570.0,331.0,0.0,1.0,1.0,2.0,"['Gnar', 'Olaf', 'Seraphine', 'Tristana', 'Leona']",0.0,18724.0,3.0,33.7,33.7,1522.8,1579.8,0.1798743657888379,0.19238946605460255,0.4956335882995016,0.5182512915175852
3471,7326-9792,"['Nocturne', 'Hecarim', 'Sylas', 'Tristana', 'Gragas']",0,0.0,0.0,18588.0,-328.0,-185.0,9.0,3.0,7.0,3.0,"['Aatrox', 'Skarner', 'Galio', 'KaiSa', 'Alistar']",0.0,18773.0,6.0,33.2,32.3,1611.2,1644.0,0.15827494563904326,0.21128291857936699,0.511111339682753,0.5219699989856333
3472,7137-9793,"['Camille', 'Udyr', 'Azir', 'Tristana', 'Leona']",0,0.0,0.0,18202.0,160.0,661.0,13.0,3.0,4.0,3.0,"['Jax', 'Lillia', 'Ryze', 'Samira', 'Alistar']",0.0,17541.0,6.0,30.8,29.5,1581.2,1565.2,0.18656680357574293,0.13104614641217688,0.5037355130100645,0.47805368119586555
3473,7138-9794,"['Rumble', 'Trundle', 'Zoe', 'Senna', 'Sion']",1,1.0,0.0,19891.0,554.0,-62.0,-20.0,0.0,0.0,0.0,"['Aatrox', 'Kayn', 'Viktor', 'Aphelios', 'Thresh']",0.0,19953.0,0.0,34.6,36.6,1609.6,1554.2,0.0860111137956028,0.13266489490215028,0.46960962955305163,0.4983252111277965
3474,ESPORTSTMNT01/1885092,"['Sion', 'Lillia', 'Orianna', 'Aphelios', 'Thresh']",0,0.0,0.0,18706.0,529.0,843.0,-2.0,3.0,9.0,1.0,"['Renekton', 'Nidalee', 'Syndra', 'Jinx', 'Rell']",0.0,17863.0,1.0,33.3,33.5,1609.4,1556.5,0.17946363856003866,0.1672143029717323,0.4931320414217427,0.4997523038524613
3475,ESPORTSTMNT01/1894866,"['Jayce', 'Karthus', 'Azir', 'Tristana', 'Alistar']",0,0.0,0.0,18535.0,-1008.0,-1254.0,1.0,1.0,1.0,3.0,"['Gnar', 'Graves', 'Ryze', 'KaiSa', 'Rell']",0.0,19789.0,3.0,34.1,34.0,1527.5,1628.3,0.14853829427397924,0.23186760086977531,0.5036899423932435,0.5023570318098174
3476,7137-9796,"['Gnar', 'Olaf', 'Azir', 'Tristana', 'Nautilus']",1,1.0,0.0,20252.0,1828.0,1978.0,3.0,3.0,5.0,0.0,"['Aatrox', 'Udyr', 'Viktor', 'Samira', 'Alistar']",0.0,18274.0,0.0,33.5,33.2,1665.8,1483.0,0.19432230007248125,0.18004348876540227,0.5027869086119819,0.49658331613902523
3477,7138-9797,"['Gangplank', 'Udyr', 'Seraphine', 'Samira', 'Leona']",0,1.0,0.0,18438.0,73.0,-711.0,14.0,1.0,2.0,1.0,"['Renekton', 'Nidalee', 'Sett', 'Draven', 'Morgana']",0.0,19149.0,1.0,34.2,32.8,1598.8,1591.5,0.1477893210920512,0.10951920753805267,0.4954466371570228,0.512381579630159
3478,7327-9795,"['Gragas', 'Hecarim', 'Orianna', 'KaiSa', 'Galio']",0,1.0,0.0,18750.0,-1020.0,-682.0,-19.0,1.0,1.0,2.0,"['Camille', 'Lillia', 'Sylas', 'Xayah', 'Alistar']",0.0,19432.0,3.0,32.6,34.5,1505.3,1607.3,0.25138922445035033,0.17062092292824355,0.5168693114136012,0.5062827179135427
3479,ESPORTSTMNT04/1610098,"['Gangplank', 'Nocturne', 'Azir', 'Tristana', 'Rell']",0,1.0,0.0,18000.0,-1624.0,-729.0,-31.0,1.0,1.0,3.0,"['Gragas', 'Olaf', 'Seraphine', 'Aphelios', 'Thresh']",0.0,18729.0,7.0,30.6,33.7,1460.2,1622.6,0.15078521381976323,0.1675525489248611,0.49734393416961165,0.5074080354762247
3480,ESPORTSTMNT01/1894878,"['Sion', 'Olaf', 'Syndra', 'Jinx', 'Rell']",1,0.0,0.0,19753.0,-433.0,522.0,-11.0,2.0,2.0,2.0,"['Aatrox', 'Udyr', 'Azir', 'KaiSa', 'Alistar']",0.0,19231.0,1.0,33.2,34.3,1552.2,1595.5,0.15262140613674804,0.25148586615124424,0.48183605972796056,0.505643597541571
3481,ESPORTSTMNT01/1885129,"['Gragas', 'RekSai', 'Syndra', 'KaiSa', 'Leona']",0,0.0,0.0,18592.0,-235.0,-151.0,8.0,2.0,1.0,2.0,"['Camille', 'Hecarim', 'Azir', 'Xayah', 'Rell']",0.0,18743.0,2.0,33.1,32.3,1543.8,1567.3,0.20362406378352257,0.1762744624305388,0.5046547807699618,0.5014833799239802
3482,7137-9799,"['Gnar', 'Udyr', 'Viktor', 'Samira', 'Rell']",1,1.0,0.0,19426.0,3265.0,2587.0,30.0,7.0,15.0,2.0,"['Aatrox', 'Nidalee', 'Syndra', 'Tristana', 'Alistar']",0.0,16839.0,2.0,30.0,27.0,1787.8,1461.3,0.1993235080937424,0.1750181203189176,0.5005544846136536,0.5006539305143536
3483,7327-9798,"['Aatrox', 'Lillia', 'Nocturne', 'Samira', 'Gragas']",0,0.0,0.0,17627.0,-2050.0,-1459.0,-35.0,1.0,1.0,3.0,"['Jayce', 'Hecarim', 'Viktor', 'KaiSa', 'Alistar']",0.0,19086.0,3.0,30.5,34.0,1449.8,1654.8,0.14095192075380528,0.2359748731577676,0.49901209425892923,0.5090531041729911
3484,7140-9800,"['Camille', 'Hecarim', 'Seraphine', 'Xayah', 'Leona']",1,0.0,0.0,19210.0,1054.0,1494.0,52.0,1.0,1.0,2.0,"['Malphite', 'Trundle', 'Azir', 'KaiSa', 'Thresh']",0.0,17716.0,2.0,34.9,29.7,1613.6,1508.2,0.16342111621164532,0.17448659096400096,0.5106533075699237,0.4706861966455511
3485,ESPORTSTMNT04/1600112,"['Gangplank', 'Udyr', 'Seraphine', 'KaiSa', 'Rell']",1,1.0,0.0,17788.0,2604.0,1588.0,-2.0,4.0,5.0,1.0,"['Sion', 'Olaf', 'Ryze', 'Tristana', 'Lulu']",0.0,16200.0,0.0,29.0,29.2,1756.1,1495.7,0.22573085286301037,0.12261415800918096,0.5053663618083993,0.4814463334213025
3486,ESPORTSTMNT04/1610112,"['Irelia', 'Gragas', 'Seraphine', 'KaiSa', 'Shen']",0,0.0,0.0,18187.0,-2095.0,-1623.0,-40.0,3.0,6.0,4.0,"['Gangplank', 'Hecarim', 'Lucian', 'Tristana', 'Galio']",0.0,19810.0,6.0,31.8,35.8,1551.3,1760.8,0.16668277361681566,0.15138922445035033,0.49981299141238955,0.498589026333938
3487,ESPORTSTMNT01/1894911,"['Tristana', 'Hecarim', 'Zilean', 'Jinx', 'Braum']",0,1.0,0.0,16617.0,-1550.0,-1447.0,-53.0,3.0,6.0,4.0,"['Gnar', 'Skarner', 'Orianna', 'Aphelios', 'Thresh']",0.0,18064.0,4.0,25.0,30.3,1456.4,1611.4,0.11937666102923412,0.18030925344286058,0.4882194183545724,0.5198934556652622
3488,7139-9803,"['Gnar', 'Udyr', 'Seraphine', 'Tristana', 'Rell']",1,1.0,0.0,18428.0,-140.0,-773.0,-20.0,2.0,5.0,2.0,"['Wukong', 'Lillia', 'Viktor', 'KaiSa', 'Alistar']",0.0,19201.0,1.0,30.5,32.5,1559.8,1573.8,0.21348151727470405,0.22628654264315054,0.5160076224676295,0.5055181173776633
3489,7328-9801,"['Malphite', 'Hecarim', 'Syndra', 'Aphelios', 'Thresh']",0,1.0,0.0,17776.0,607.0,58.0,-1.0,2.0,4.0,2.0,"['Renekton', 'Nidalee', 'Orianna', 'Kalista', 'Nautilus']",0.0,17718.0,1.0,30.3,30.4,1546.1,1485.4,0.15064025126842234,0.16682773616815655,0.48308570233290793,0.5136185856564788
3490,7140-9802,"['Ryze', 'Hecarim', 'Zoe', 'Samira', 'Alistar']",0,0.0,0.0,18425.0,336.0,273.0,-8.0,5.0,8.0,2.0,"['Gnar', 'Lillia', 'Viktor', 'KaiSa', 'Galio']",0.0,18152.0,3.0,33.1,33.9,1650.5,1616.9,0.14957719255858903,0.24392365305629382,0.496142969308729,0.5104657377477786
3491,ESPORTSTMNT04/1600118,"['Gnar', 'Nidalee', 'Twisted Fate', 'Tristana', 'Rell']",1,0.0,0.0,18189.0,-243.0,-1080.0,3.0,0.0,0.0,2.0,"['Renekton', 'Udyr', 'Orianna', 'KaiSa', 'Gragas']",0.0,19269.0,3.0,33.9,33.6,1528.3,1552.6,0.17948779898526213,0.2732544092776033,0.5253073030328159,0.5135531274216127
3492,ESPORTSTMNT01/1885163,"['Camille', 'Udyr', 'Syndra', 'Kalista', 'Alistar']",1,1.0,0.0,17392.0,681.0,-753.0,-4.0,1.0,2.0,0.0,"['Shen', 'Olaf', 'Sion', 'Tristana', 'Rell']",0.0,18145.0,0.0,32.5,32.9,1525.1,1457.0,0.17040347910123219,0.1497704759603769,0.5023774543677376,0.4835072382802327
3493,ESPORTSTMNT04/1610132,"['Camille', 'Nidalee', 'Orianna', 'Xayah', 'Rell']",0,0.0,0.0,17563.0,-2096.0,-2537.0,-53.0,0.0,0.0,2.0,"['Aatrox', 'Lillia', 'Seraphine', 'KaiSa', 'Galio']",0.0,20100.0,2.0,31.3,36.6,1434.3,1643.9,0.17731336071514855,0.21077554964967385,0.5118419942551438,0.5160007027934422
3494,ESPORTSTMNT01/1894920,"['Sion', 'Udyr', 'Ryze', 'Caitlyn', 'Thresh']",0,1.0,0.0,17768.0,-1686.0,-1996.0,-21.0,1.0,1.0,4.0,"['Gnar', 'Skarner', 'Orianna', 'Jinx', 'Rell']",0.0,19764.0,8.0,31.7,33.8,1489.7,1658.3,0.1339695578642184,0.17692679391157284,0.47926096186850603,0.5197810699429034
3495,7139-9805,"['Aatrox', 'Lillia', 'Sion', 'KaiSa', 'Alistar']",0,0.0,0.0,19980.0,-255.0,528.0,-1.0,3.0,5.0,3.0,"['Gnar', 'Karthus', 'Nocturne', 'Tristana', 'Rakan']",0.0,19452.0,7.0,34.7,34.8,1655.6,1681.1,0.23075622130949505,0.13599903358299106,0.4978995726542538,0.5247515302057422
3496,7328-9804,"['Gnar', 'Udyr', 'Syndra', 'Kalista', 'Thresh']",0,1.0,0.0,18157.0,-617.0,-352.0,-4.0,2.0,4.0,4.0,"['Jayce', 'Olaf', 'Orianna', 'Tristana', 'Alistar']",0.0,18509.0,6.0,32.5,32.9,1551.5,1613.2,0.18849963759362165,0.1976564387533221,0.4984658933618923,0.5145079210878077
3497,ESPORTSTMNT01/1885206,"['Sett', 'Hecarim', 'Corki', 'Caitlyn', 'Thresh']",1,0.0,0.0,17275.0,-604.0,-1203.0,1.0,3.0,7.0,5.0,"['Aatrox', 'Graves', 'Ekko', 'Jinx', 'Galio']",0.0,18478.0,7.0,30.7,30.6,1577.0,1637.4,0.12795361198357091,0.10939840541193524,0.5027625031472439,0.4877889066827385
3498,ESPORTSTMNT04/1600125,"['Renekton', 'Trundle', 'Ryze', 'KaiSa', 'Rell']",1,1.0,0.0,17254.0,-741.0,-1877.0,20.0,2.0,2.0,3.0,"['Sion', 'Olaf', 'Twisted Fate', 'Ezreal', 'Gragas']",0.0,19131.0,5.0,31.9,29.9,1591.6,1665.7,0.20323749697994686,0.1377627446243054,0.4881978364640993,0.5016961738502654
3499,ESPORTSTMNT01/1894937,"['Gragas', 'Udyr', 'Syndra', 'Xayah', 'Leona']",1,1.0,0.0,17982.0,986.0,563.0,1.0,2.0,2.0,0.0,"['Gnar', 'Olaf', 'Azir', 'Jhin', 'Tahm Kench']",0.0,17419.0,0.0,31.5,31.4,1521.7,1423.1,0.1939840541193525,0.14745107513892244,0.4811432774818269,0.5003016952632289
3500,ESPORTSTMNT01/1885220,"['Gnar', 'Hecarim', 'Orianna', 'Ashe', 'Thresh']",0,0.0,0.0,18932.0,-70.0,434.0,34.0,1.0,1.0,3.0,"['Ornn', 'Lillia', 'Azir', 'Aphelios', 'Nautilus']",0.0,18498.0,3.0,34.8,31.4,1564.6,1571.6,0.1927760328581783,0.1515583474269147,0.5134418907833799,0.48109514491468525
3501,7328-9806,"['Jayce', 'Hecarim', 'Orianna', 'Tristana', 'Sett']",1,0.0,0.0,18573.0,977.0,1146.0,25.0,4.0,9.0,3.0,"['Wukong', 'Lillia', 'Syndra', 'Kalista', 'Nautilus']",0.0,17427.0,7.0,34.0,31.5,1669.8,1572.1,0.1820971249093984,0.1303696545059193,0.5060942410676245,0.48958448994520937
3502,ESPORTSTMNT04/1600135,"['Camille', 'Gragas', 'Orianna', 'Tristana', 'Galio']",1,1.0,0.0,18568.0,-24.0,289.0,-5.0,3.0,5.0,2.0,"['Renekton', 'Lillia', 'Zoe', 'KaiSa', 'Alistar']",0.0,18279.0,3.0,32.4,32.9,1578.1,1580.5,0.1838849963759362,0.24933558830635422,0.5174706085379394,0.5104903407651598
3503,ESPORTSTMNT01/1894976,"['Kayle', 'Hecarim', 'Syndra', 'Ezreal', 'Janna']",1,1.0,0.0,18608.0,734.0,108.0,-3.0,1.0,1.0,1.0,"['Renekton', 'Olaf', 'Azir', 'Xayah', 'Rell']",0.0,18500.0,0.0,32.7,33.0,1563.4,1490.0,0.10321333655472338,0.19072239671418215,0.48186390556783776,0.49941487941473256
3504,ESPORTSTMNT01/1894987,"['Sion', 'Graves', 'Ryze', 'KaiSa', 'Seraphine']",0,0.0,0.0,17794.0,-926.0,-658.0,-23.0,1.0,1.0,1.0,"['Jayce', 'Hecarim', 'Viktor', 'Tristana', 'Rakan']",0.0,18452.0,2.0,31.1,33.4,1485.5,1578.1,0.17226383184344046,0.15134090359990335,0.4882470767577944,0.5113905520400335
3505,ESPORTSTMNT04/1600136,"['Gnar', 'Hecarim', 'Corki', 'Senna', 'Tahm Kench']",0,0.0,0.0,18375.0,250.0,-116.0,-34.0,2.0,4.0,1.0,"['Sylas', 'Udyr', 'Azir', 'Kalista', 'Blitzcrank']",0.0,18491.0,0.0,30.3,33.7,1548.7,1523.7,0.13493597487315778,0.11403720705484417,0.5233690131178348,0.4955602178421635
3506,ESPORTSTMNT04/1600138,"['Gnar', 'Udyr', 'Ryze', 'Xayah', 'Thresh']",1,1.0,0.0,19981.0,1050.0,633.0,20.0,3.0,4.0,2.0,"['Sion', 'Dr. Mundo', 'Orianna', 'KaiSa', 'Rakan']",0.0,19348.0,2.0,36.2,34.2,1699.5,1594.5,0.1950471128291858,0.18473061125875814,0.4934691555230907,0.49820757569258395
3507,ESPORTSTMNT01/1895000,"['Aatrox', 'Udyr', 'Twisted Fate', 'Xayah', 'Nautilus']",0,0.0,0.0,18288.0,-1650.0,-842.0,-1.0,2.0,3.0,5.0,"['Sion', 'Lillia', 'Tristana', 'KaiSa', 'Galio']",0.0,19130.0,7.0,31.1,31.2,1528.8,1693.8,0.16243053877748248,0.221019569944431,0.5004497838470352,0.49851200815966257
3508,ESPORTSTMNT04/1610176,"['Jayce', 'Udyr', 'Orianna', 'Senna', 'Braum']",1,1.0,0.0,18746.0,3337.0,1166.0,15.0,8.0,18.0,3.0,"['Gnar', 'Olaf', 'Syndra', 'KaiSa', 'Lulu']",0.0,17580.0,3.0,32.2,30.7,1875.5,1541.8,0.1571877265039865,0.220222275912056,0.4993886618932821,0.49949305929004595
3509,ESPORTSTMNT01/1885306,"['Kennen', 'Hecarim', 'Wukong', 'Caitlyn', 'Thresh']",0,0.0,0.0,18316.0,-196.0,36.0,9.0,0.0,0.0,1.0,"['Camille', 'Graves', 'Galio', 'Varus', 'Gragas']",0.0,18280.0,1.0,34.0,33.1,1492.8,1512.4,0.10608842715631797,0.13795602802609327,0.5115978410217441,0.5028524638628811
3510,ESPORTSTMNT04/1600140,"['Ornn', 'Udyr', 'Syndra', 'Jinx', 'Thresh']",1,0.0,0.0,18857.0,83.0,1276.0,14.0,4.0,5.0,3.0,"['Irelia', 'Skarner', 'Azir', 'Lucian', 'Seraphine']",0.0,17581.0,6.0,32.9,31.5,1616.2,1607.9,0.16238221792703553,0.0903599903358299,0.4771176462565421,0.5060558332935214
3511,ESPORTSTMNT04/1600144,"['Sion', 'Udyr', 'Viktor', 'Jinx', 'Galio']",0,1.0,0.0,19930.0,432.0,632.0,-23.0,2.0,3.0,1.0,"['Renekton', 'Dr. Mundo', 'Orianna', 'Xayah', 'Thresh']",0.0,19298.0,2.0,34.5,36.8,1653.7,1610.5,0.1512442618990094,0.17731336071514858,0.48548505860649016,0.4918961496189215
