gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCSDiff,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
ESPORTSTMNT04/1660373,"['Gangplank', 'Hecarim', 'Orianna', 'Sivir', 'Alistar']",1,1.0,0.0,15307.0,17712.0,314.0,375.0,-236.0,6.0,2.0,4.0,1.0,"['Gnar', 'Udyr', 'Akali', 'Varus', 'Tahm Kench']",0.0,14932.0,17948.0,308.0,3.0
ESPORTSTMNT04/1660377,"['Sion', 'Olaf', 'Orianna', ""Kai'Sa"", 'Galio']",0,0.0,0.0,14479.0,17621.0,320.0,-1469.0,-630.0,-15.0,0.0,0.0,2.0,"['Wukong', 'Kayn', 'Akali', 'Draven', 'Alistar']",0.0,15948.0,18251.0,335.0,4.0
ESPORTSTMNT04/1660378,"['Karma', 'Volibear', 'Lucian', 'Jinx', 'Rell']",0,1.0,0.0,14363.0,17209.0,302.0,-1674.0,-2116.0,-49.0,1.0,2.0,2.0,"['Irelia', 'Nidalee', 'Renekton', 'Ashe', 'Thresh']",0.0,16037.0,19325.0,351.0,4.0
ESPORTSTMNT04/1660394,"['Gnar', 'Volibear', 'Orianna', 'Jinx', 'Alistar']",1,0.0,0.0,16668.0,17248.0,267.0,1232.0,294.0,-10.0,7.0,19.0,4.0,"['Karma', 'Udyr', 'Sylas', 'Xayah', 'Rell']",0.0,15436.0,16954.0,277.0,4.0
ESPORTSTMNT04/1660395,"['Sion', 'Udyr', 'Syndra', 'Tristana', 'Nautilus']",0,1.0,0.0,14873.0,18627.0,337.0,-402.0,-779.0,-26.0,0.0,0.0,0.0,"['Gangplank', 'Volibear', 'Orianna', 'Aphelios', 'Thresh']",0.0,15275.0,19406.0,363.0,0.0
ESPORTSTMNT04/1670362,"['Ornn', 'Hecarim', 'Diana', ""Kai'Sa"", 'Rell']",0,0.0,0.0,15490.0,16341.0,283.0,-1291.0,-2172.0,-40.0,1.0,1.0,4.0,"['Jayce', 'Lillia', 'Sylas', 'Varus', 'Alistar']",0.0,16781.0,18513.0,323.0,7.0
ESPORTSTMNT04/1670364,"['Renekton', 'Nidalee', 'Syndra', 'Jinx', 'Braum']",1,0.0,0.0,15136.0,18433.0,335.0,-1435.0,-1253.0,28.0,1.0,1.0,5.0,"['Urgot', 'Udyr', 'Akali', 'Tristana', 'Alistar']",0.0,16571.0,19686.0,307.0,5.0
ESPORTSTMNT04/1660397,"['Renekton', 'Hecarim', 'Viktor', 'Neeko', 'Senna']",0,0.0,0.0,16747.0,18712.0,317.0,644.0,1132.0,25.0,4.0,7.0,5.0,"['Nasus', 'Garen', 'Zed', ""Kai'Sa"", 'Thresh']",0.0,16103.0,17580.0,292.0,6.0
ESPORTSTMNT04/1670372,"['Gragas', 'Hecarim', 'Seraphine', 'Lucian', 'Alistar']",0,1.0,0.0,17350.0,18936.0,331.0,986.0,832.0,41.0,5.0,7.0,4.0,"['Lee Sin', 'Sylas', 'Fizz', 'Yasuo', 'Rakan']",0.0,16364.0,18104.0,290.0,11.0
ESPORTSTMNT04/1670379,"['Gragas', 'Udyr', 'Lucian', 'Ezreal', 'Leona']",0,0.0,0.0,14799.0,18456.0,339.0,-936.0,503.0,40.0,0.0,0.0,4.0,"['Gnar', 'Skarner', 'Syndra', 'Xayah', 'Rakan']",0.0,15735.0,17953.0,299.0,7.0
ESPORTSTMNT04/1670386,"['Renekton', 'Hecarim', 'Akali', 'Ezreal', 'Rakan']",1,1.0,0.0,15551.0,20085.0,335.0,684.0,998.0,-17.0,1.0,1.0,0.0,"['Urgot', 'Udyr', 'Orianna', 'Samira', 'Rell']",0.0,14867.0,19087.0,352.0,0.0
ESPORTSTMNT04/1670388,"['Gnar', 'Udyr', 'Renekton', 'Ashe', 'Seraphine']",1,1.0,0.0,16351.0,19601.0,365.0,1395.0,1125.0,52.0,2.0,3.0,1.0,"['Gragas', 'Hecarim', 'Viktor', 'Jinx', 'Thresh']",0.0,14956.0,18476.0,313.0,2.0
ESPORTSTMNT04/1670390,"['Sett', 'Udyr', 'Sylas', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,15948.0,18674.0,323.0,421.0,-25.0,15.0,3.0,4.0,3.0,"['Sion', 'Lillia', 'Zoe', 'Tristana', 'Alistar']",0.0,15527.0,18699.0,308.0,6.0
ESPORTSTMNT04/1670393,"['Gnar', 'Nidalee', 'Viktor', 'Jinx', 'Thresh']",1,1.0,0.0,16043.0,18730.0,347.0,493.0,-119.0,6.0,2.0,6.0,2.0,"['Jayce', 'Olaf', 'Annie', 'Varus', 'Karma']",0.0,15550.0,18849.0,341.0,2.0
ESPORTSTMNT04/1670396,"['Gnar', 'Hecarim', 'Akali', 'Varus', 'Tahm Kench']",0,1.0,0.0,15267.0,19541.0,369.0,-218.0,88.0,25.0,0.0,0.0,0.0,"['Sion', 'Volibear', 'Annie', 'Senna', 'Lux']",0.0,15485.0,19453.0,344.0,0.0
ESPORTSTMNT04/1660425,"['Sion', 'Volibear', 'Annie', 'Varus', 'Braum']",1,1.0,0.0,15663.0,18422.0,338.0,1308.0,588.0,10.0,2.0,4.0,0.0,"['Aatrox', 'Hecarim', 'Orianna', ""Kai'Sa"", 'Leona']",0.0,14355.0,17834.0,328.0,0.0
ESPORTSTMNT04/1660427,"['Nocturne', 'Hecarim', 'Akali', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,16209.0,18271.0,307.0,1227.0,1014.0,15.0,5.0,6.0,1.0,"['Urgot', 'Olaf', 'Renekton', 'Senna', 'Lux']",0.0,14982.0,17257.0,292.0,3.0
ESPORTSTMNT03/1827425,"['Ornn', 'Kindred', 'Seraphine', 'Jinx', 'Gragas']",0,0.0,0.0,15583.0,19611.0,353.0,-548.0,25.0,7.0,1.0,1.0,2.0,"['Sylas', 'Hecarim', 'Akali', ""Kai'Sa"", 'Rell']",0.0,16131.0,19586.0,346.0,2.0
ESPORTSTMNT03/1827451,"['Ornn', 'Hecarim', 'Viktor', 'Tristana', 'Alistar']",1,0.0,0.0,18193.0,18769.0,325.0,1858.0,1551.0,36.0,8.0,21.0,5.0,"['Gnar', 'Poppy', 'Sylas', ""Kai'Sa"", 'Rell']",0.0,16335.0,17218.0,289.0,8.0
ESPORTSTMNT03/1827452,"['Renekton', 'Udyr', 'Akali', 'Varus', 'Thresh']",0,0.0,0.0,15973.0,19178.0,329.0,-406.0,1418.0,19.0,3.0,4.0,4.0,"['Gragas', 'Hecarim', 'Viktor', 'Jinx', 'Rell']",0.0,16379.0,17760.0,310.0,4.0
NA1/3876942710,"['Renekton', 'Lillia', 'Ahri', 'Jinx', 'Alistar']",1,1.0,0.0,15963.0,19311.0,336.0,1808.0,944.0,23.0,2.0,4.0,0.0,"['Quinn', 'Volibear', 'Sylas', ""Kai'Sa"", 'Rell']",0.0,14155.0,18367.0,313.0,0.0
ESPORTSTMNT03/1827453,"['Riven', 'Lillia', 'Twisted Fate', 'Senna', 'Tahm Kench']",0,1.0,0.0,15877.0,17974.0,297.0,-479.0,-1600.0,-39.0,2.0,4.0,1.0,"['Sion', 'Dr. Mundo', 'Orianna', 'Jinx', 'Karma']",0.0,16356.0,19574.0,336.0,0.0
NA1/3876943161,"['Renekton', 'Morgana', 'Viktor', 'Jinx', 'Gragas']",1,0.0,0.0,16317.0,19810.0,334.0,378.0,-225.0,-23.0,3.0,5.0,2.0,"['Quinn', 'Udyr', 'Orianna', 'Ashe', 'Rell']",0.0,15939.0,20035.0,357.0,3.0
ESPORTSTMNT04/1670400,"[""Cho'Gath"", 'Olaf', 'Seraphine', ""Kai'Sa"", 'Leona']",1,0.0,0.0,15930.0,17410.0,310.0,1053.0,-775.0,10.0,3.0,8.0,2.0,"['Sion', ""Kha'Zix"", 'Sylas', 'Varus', 'Rell']",0.0,14877.0,18185.0,300.0,3.0
ESPORTSTMNT04/1670402,"['Urgot', 'Hecarim', 'Akali', 'Ashe', 'Tahm Kench']",1,0.0,0.0,14791.0,17427.0,292.0,-2157.0,-1159.0,-34.0,2.0,3.0,3.0,"['Nocturne', 'Udyr', 'Twisted Fate', 'Varus', 'Rakan']",0.0,16948.0,18586.0,326.0,7.0
ESPORTSTMNT04/1670404,"['Darius', 'Nocturne', 'Ryze', 'Aphelios', 'Thresh']",1,1.0,0.0,18717.0,19621.0,347.0,4813.0,2758.0,52.0,6.0,9.0,0.0,"['Gragas', 'Volibear', 'Viktor', 'Jinx', 'Tahm Kench']",0.0,13904.0,16863.0,295.0,0.0
ESPORTSTMNT04/1670406,"['Sion', 'Kayn', ""Vel'Koz"", 'Varus', 'Thresh']",0,0.0,0.0,15514.0,17830.0,316.0,-44.0,130.0,3.0,1.0,2.0,2.0,"['Camille', 'Volibear', 'Malzahar', ""Kai'Sa"", 'Alistar']",0.0,15558.0,17700.0,313.0,4.0
ESPORTSTMNT04/1670407,"['Gnar', 'Hecarim', 'Orianna', 'Vayne', 'Nami']",0,0.0,0.0,14884.0,16620.0,273.0,-2237.0,-2013.0,-41.0,2.0,3.0,5.0,"['Olaf', 'Udyr', 'Sylas', 'Ezreal', 'Pyke']",0.0,17121.0,18633.0,314.0,6.0
ESPORTSTMNT04/1670408,"['Lucian', 'Nidalee', 'Qiyana', 'Tristana', 'Gragas']",1,0.0,0.0,17560.0,17663.0,267.0,5.0,161.0,-28.0,8.0,8.0,7.0,"['Gangplank', 'Evelynn', 'Irelia', ""Kai'Sa"", 'Alistar']",0.0,17555.0,17502.0,295.0,11.0
ESPORTSTMNT03/1817301,"['Gnar', 'Nidalee', 'Sett', 'Xayah', 'Rell']",1,1.0,0.0,15277.0,17859.0,316.0,572.0,287.0,22.0,1.0,2.0,2.0,"['Malphite', 'Nocturne', 'Orianna', ""Kai'Sa"", 'Alistar']",0.0,14705.0,17572.0,294.0,3.0
ESPORTSTMNT03/1817305,"['Aatrox', 'Nocturne', 'Viktor', 'Tristana', 'Rell']",1,0.0,0.0,15270.0,16504.0,297.0,-641.0,-1274.0,14.0,3.0,7.0,5.0,"['Ornn', 'Olaf', 'Sylas', ""Kai'Sa"", 'Alistar']",0.0,15911.0,17778.0,283.0,5.0
NA1/3878519845,"['Gragas', 'Olaf', 'Azir', 'Varus', 'Tahm Kench']",0,0.0,0.0,14802.0,16727.0,287.0,-2523.0,-2173.0,-19.0,3.0,2.0,7.0,"['Karma', 'Diana', 'Yasuo', ""Kai'Sa"", 'Galio']",0.0,17325.0,18900.0,306.0,8.0
NA1/3876948549,"['Karma', 'Olaf', 'Orianna', 'Jinx', 'Thresh']",0,0.0,0.0,14357.0,17751.0,304.0,-1890.0,-1449.0,-22.0,0.0,0.0,3.0,"['Renekton', 'Nidalee', 'Yone', ""Kai'Sa"", 'Rell']",0.0,16247.0,19200.0,326.0,2.0
NA1/3876519402,"['Sylas', 'Morgana', 'Sett', ""Kai'Sa"", 'Alistar']",0,0.0,0.0,15266.0,18473.0,323.0,-1229.0,22.0,8.0,2.0,2.0,5.0,"['Gnar', 'Hecarim', 'Orianna', 'Miss Fortune', 'Rell']",0.0,16495.0,18451.0,315.0,9.0
ESPORTSTMNT03/1817310,"['Gnar', 'Udyr', 'Syndra', ""Kai'Sa"", 'Rakan']",0,1.0,0.0,14787.0,18519.0,334.0,555.0,260.0,25.0,0.0,0.0,0.0,"['Sion', 'Lillia', 'Tristana', 'Vayne', 'Braum']",0.0,14232.0,18259.0,309.0,0.0
NA1/3876519565,"['Karma', 'Hecarim', 'Aatrox', 'Jinx', 'Rell']",1,0.0,0.0,15209.0,18225.0,309.0,-1381.0,-773.0,4.0,2.0,4.0,5.0,"['Volibear', 'Udyr', 'Sylas', 'Varus', 'Braum']",0.0,16590.0,18998.0,305.0,6.0
NA1/3878520190,"['Karma', 'Gragas', 'Cassiopeia', 'Jinx', 'Lulu']",0,1.0,0.0,15552.0,18437.0,303.0,815.0,947.0,7.0,4.0,8.0,1.0,"['Ornn', 'Nocturne', 'Sylas', ""Kai'Sa"", 'Nautilus']",0.0,14737.0,17490.0,296.0,1.0
NA1/3876619079,"['Gragas', 'Volibear', 'Renekton', 'Tristana', 'Janna']",1,1.0,0.0,17969.0,17770.0,255.0,1730.0,-761.0,-37.0,8.0,16.0,5.0,"['Jax', 'Nocturne', 'Viktor', 'Jinx', 'Rell']",0.0,16239.0,18531.0,292.0,6.0
ESPORTSTMNT03/1817313,"['Gnar', 'Udyr', 'Sylas', 'Xayah', 'Alistar']",0,1.0,0.0,15193.0,18391.0,302.0,6.0,-144.0,-22.0,2.0,3.0,2.0,"['Sion', 'Lillia', 'Tristana', 'Jinx', 'Braum']",0.0,15187.0,18535.0,324.0,3.0
NA1/3876949058,"['Camille', 'Diana', 'Galio', ""Kai'Sa"", 'Rell']",1,1.0,0.0,15673.0,18421.0,315.0,963.0,296.0,5.0,3.0,5.0,0.0,"['Aatrox', 'Volibear', 'Tristana', 'Seraphine', 'Gragas']",0.0,14710.0,18125.0,310.0,0.0
NA1/3876639596,"['Rumble', 'Volibear', 'Twisted Fate', 'Varus', 'Rell']",0,1.0,0.0,18182.0,17271.0,288.0,2424.0,-118.0,5.0,7.0,12.0,3.0,"['Camille', 'Nocturne', 'Viktor', 'Jinx', 'Alistar']",0.0,15758.0,17389.0,283.0,3.0
NA1/3876619471,"['Sion', 'Udyr', 'Sylas', ""Kai'Sa"", 'Nautilus']",1,1.0,0.0,17095.0,18795.0,280.0,1720.0,1156.0,-20.0,7.0,13.0,2.0,"['Karma', 'Wukong', 'Lucian', 'Xayah', 'Leona']",0.0,15375.0,17639.0,300.0,2.0
ESPORTSTMNT03/1827538,"['Jayce', 'Udyr', 'Ryze', 'Varus', 'Thresh']",1,1.0,0.0,15995.0,18232.0,354.0,821.0,-191.0,63.0,1.0,2.0,2.0,"['Gragas', 'Hecarim', 'Viktor', 'Senna', 'Tahm Kench']",0.0,15174.0,18423.0,291.0,3.0
ESPORTSTMNT03/1827544,"['Volibear', 'Hecarim', 'Syndra', 'Senna', 'Tahm Kench']",0,0.0,0.0,14744.0,16940.0,275.0,-1369.0,-1869.0,-32.0,1.0,2.0,4.0,"['Ryze', 'Udyr', 'Sett', ""Kai'Sa"", 'Rell']",0.0,16113.0,18809.0,307.0,7.0
ESPORTSTMNT03/1827545,"['Volibear', 'Nidalee', 'Renekton', 'Xayah', 'Rakan']",0,0.0,0.0,14506.0,17082.0,296.0,-1982.0,-1430.0,-36.0,1.0,3.0,4.0,"['Vayne', 'Hecarim', 'Seraphine', 'Ezreal', 'Rell']",0.0,16488.0,18512.0,332.0,7.0
ESPORTSTMNT03/1827596,"['Sion', 'Hecarim', 'Sylas', 'Ezreal', 'Rell']",0,0.0,0.0,15025.0,18103.0,329.0,-361.0,-1237.0,4.0,1.0,1.0,2.0,"['Akali', 'Udyr', 'Aatrox', 'Tristana', 'Alistar']",0.0,15386.0,19340.0,325.0,1.0
ESPORTSTMNT03/1827597,"['Sion', 'Hecarim', 'Syndra', 'Tristana', 'Rell']",1,0.0,0.0,15865.0,19898.0,357.0,-432.0,744.0,9.0,2.0,2.0,2.0,"['Lucian', 'Udyr', 'Zoe', ""Kai'Sa"", 'Alistar']",0.0,16297.0,19154.0,348.0,4.0
ESPORTSTMNT03/1827599,"['Jayce', 'Hecarim', 'Sylas', 'Xayah', 'Rell']",1,0.0,0.0,15245.0,18431.0,309.0,-1260.0,-1588.0,-40.0,2.0,4.0,3.0,"['Camille', 'Udyr', 'Orianna', ""Kai'Sa"", 'Alistar']",0.0,16505.0,20019.0,349.0,5.0
ESPORTSTMNT03/1827600,"['Gragas', 'Hecarim', 'Zoe', 'Jinx', 'Alistar']",0,1.0,0.0,16715.0,19474.0,344.0,1134.0,332.0,-7.0,4.0,8.0,1.0,"['Sett', 'Udyr', 'Viktor', ""Kai'Sa"", 'Rell']",0.0,15581.0,19142.0,351.0,1.0
7390-10028,"['Renekton', 'Taliyah', 'Pantheon', ""Kai'Sa"", 'Alistar']",1,1.0,0.0,16183.0,17902.0,314.0,896.0,189.0,4.0,4.0,9.0,2.0,"['Sion', 'Nocturne', 'LeBlanc', 'Tristana', 'Rell']",0.0,15287.0,17713.0,310.0,5.0
7391-10027,"['Sion', 'Lillia', 'Viktor', 'Tristana', 'Alistar']",1,0.0,0.0,15510.0,18967.0,343.0,-1160.0,214.0,0.0,1.0,2.0,3.0,"['Karma', 'Udyr', 'Lucian', ""Kai'Sa"", 'Leona']",0.0,16670.0,18753.0,343.0,4.0
7390-10030,"['Gnar', 'Udyr', 'Zoe', ""Kai'Sa"", 'Galio']",0,0.0,0.0,15653.0,18481.0,317.0,-336.0,-43.0,-14.0,3.0,4.0,3.0,"['Irelia', 'Taliyah', 'Pantheon', 'Jinx', 'Alistar']",0.0,15989.0,18524.0,331.0,2.0
7391-10029,"['Ornn', 'Volibear', 'Rumble', 'Samira', 'Gragas']",0,1.0,0.0,14818.0,17807.0,286.0,-1943.0,-853.0,-45.0,2.0,3.0,4.0,"['Sett', 'Udyr', 'Orianna', 'Xayah', 'Rell']",0.0,16761.0,18660.0,331.0,5.0
7392-10031,"['Jayce', 'Trundle', 'Zoe', 'Jinx', 'Tahm Kench']",0,1.0,0.0,15440.0,17566.0,314.0,-669.0,-520.0,22.0,2.0,3.0,4.0,"['Irelia', 'Olaf', 'Akali', 'Senna', 'Seraphine']",0.0,16109.0,18086.0,292.0,13.0
7393-10032,"['Sion', 'Hecarim', 'Viktor', 'Tristana', 'Rell']",0,1.0,0.0,15740.0,18473.0,327.0,76.0,-487.0,2.0,2.0,2.0,2.0,"['Fiora', 'Udyr', 'LeBlanc', ""Kai'Sa"", 'Alistar']",0.0,15664.0,18960.0,325.0,3.0
7393-10034,"['Jayce', 'Hecarim', 'Viktor', ""Kai'Sa"", 'Rakan']",0,0.0,0.0,15273.0,19134.0,327.0,-329.0,239.0,-8.0,1.0,1.0,1.0,"['Wukong', 'Udyr', 'Ryze', 'Tristana', 'Alistar']",0.0,15602.0,18895.0,335.0,1.0
7392-10033,"['Aatrox', 'Udyr', 'Viktor', ""Kai'Sa"", 'Rell']",1,0.0,0.0,14532.0,19066.0,325.0,-3625.0,-1213.0,-42.0,0.0,0.0,2.0,"['Jayce', 'Volibear', 'Ryze', 'Tristana', 'Alistar']",0.0,18157.0,20279.0,367.0,3.0
7395-10036,"['Aatrox', 'Hecarim', 'Akali', 'Jinx', 'Galio']",1,1.0,0.0,14261.0,17993.0,316.0,-969.0,-793.0,-41.0,0.0,0.0,0.0,"['Jayce', 'Udyr', 'Viktor', ""Kai'Sa"", 'Alistar']",0.0,15230.0,18786.0,357.0,0.0
7394-10035,"['Gnar', 'Hecarim', 'Orianna', 'Samira', 'Rakan']",1,1.0,0.0,17372.0,19696.0,352.0,3828.0,2648.0,66.0,4.0,4.0,0.0,"['Wukong', 'Nocturne', 'Sylas', 'Tristana', 'Rell']",0.0,13544.0,17048.0,286.0,0.0
7394-10037,"['Fiora', 'Lee Sin', 'Zoe', 'Senna', 'Tahm Kench']",0,1.0,0.0,15075.0,16879.0,266.0,-1894.0,-1399.0,-21.0,3.0,3.0,6.0,"['Jax', 'Olaf', 'Akali', 'Varus', 'Thresh']",0.0,16969.0,18278.0,287.0,14.0
7395-10038,"['Lucian', 'Nocturne', 'Sylas', 'Draven', 'Nautilus']",1,1.0,0.0,16827.0,18702.0,331.0,1145.0,-209.0,-6.0,3.0,4.0,1.0,"['Gnar', 'Lillia', 'Qiyana', 'Tristana', 'Alistar']",0.0,15682.0,18911.0,337.0,1.0
7395-10039,"['Gnar', 'Hecarim', 'Sylas', 'Tristana', 'Sett']",1,0.0,0.0,16197.0,19129.0,349.0,-700.0,555.0,46.0,2.0,3.0,6.0,"['Aatrox', 'Udyr', 'Zoe', ""Kai'Sa"", 'Nautilus']",0.0,16897.0,18574.0,303.0,17.0
7396-10040,"['Wukong', 'Hecarim', 'Syndra', 'Tristana', 'Alistar']",1,0.0,0.0,16836.0,19240.0,333.0,1168.0,653.0,45.0,5.0,9.0,4.0,"['Aatrox', 'Udyr', 'Ekko', ""Kai'Sa"", 'Sett']",0.0,15668.0,18587.0,288.0,7.0
7396-10042,"['Jayce', 'Lillia', 'Irelia', 'Tristana', 'Alistar']",0,0.0,0.0,17610.0,18728.0,312.0,2046.0,1332.0,5.0,8.0,13.0,2.0,"['Wukong', 'Olaf', 'Sylas', ""Kai'Sa"", 'Galio']",0.0,15564.0,17396.0,307.0,1.0
7397-10041,"['Renekton', 'Olaf', 'Orianna', 'Tristana', 'Rakan']",1,1.0,0.0,16994.0,19976.0,369.0,2638.0,1892.0,38.0,2.0,3.0,0.0,"['Gnar', 'Kindred', 'Zoe', ""Kai'Sa"", 'Nautilus']",0.0,14356.0,18084.0,331.0,0.0
7397-10043,"['Lee Sin', 'Olaf', 'Zoe', ""Kog'Maw"", 'Tahm Kench']",0,1.0,0.0,17191.0,19443.0,337.0,1632.0,1046.0,13.0,5.0,6.0,3.0,"['Gnar', 'Volibear', 'Viktor', 'Jinx', 'Thresh']",0.0,15559.0,18397.0,324.0,4.0
7399-10045,"['Sett', 'Hecarim', 'Ryze', ""Kai'Sa"", 'Rakan']",1,0.0,0.0,15134.0,19449.0,351.0,-631.0,-582.0,-2.0,0.0,0.0,1.0,"['Gragas', 'Udyr', 'Tristana', 'Xayah', 'Alistar']",0.0,15765.0,20031.0,353.0,1.0
7398-10044,"['Renekton', 'Nocturne', 'Akali', ""Kai'Sa"", 'Galio']",0,0.0,0.0,14405.0,17845.0,315.0,-2949.0,-2918.0,-69.0,0.0,0.0,3.0,"['Gnar', 'Udyr', 'Orianna', 'Tristana', 'Rakan']",0.0,17354.0,20763.0,384.0,9.0
7398-10046,"['Lucian', 'Lillia', 'Renekton', 'Aphelios', 'Alistar']",0,0.0,0.0,14481.0,17115.0,309.0,-2975.0,-2722.0,-15.0,0.0,0.0,5.0,"['Gnar', 'Udyr', 'Syndra', 'Tristana', 'Rakan']",0.0,17456.0,19837.0,324.0,7.0
7399-10047,"['Lee Sin', 'Olaf', 'Zoe', 'Tristana', 'Gragas']",1,1.0,0.0,16185.0,19162.0,350.0,-417.0,-240.0,12.0,3.0,1.0,4.0,"['Jax', 'Nidalee', 'Jayce', ""Kai'Sa"", 'Rell']",0.0,16602.0,19402.0,338.0,5.0
7399-10048,"['Sett', 'Hecarim', 'Ryze', ""Kai'Sa"", 'Leona']",1,1.0,0.0,17501.0,19534.0,330.0,2400.0,2122.0,42.0,6.0,10.0,3.0,"['Jax', 'Udyr', 'Sylas', 'Tristana', 'Nautilus']",0.0,15101.0,17412.0,288.0,4.0
7400-10049,"['Tristana', 'Nidalee', 'Renekton', 'Jinx', 'Braum']",1,1.0,0.0,18288.0,20344.0,363.0,3694.0,1559.0,25.0,3.0,2.0,0.0,"['Gnar', 'Lillia', 'Lucian', ""Kai'Sa"", 'Galio']",0.0,14594.0,18785.0,338.0,0.0
7400-10050,"['Gragas', 'Hecarim', 'Galio', ""Kai'Sa"", 'Alistar']",0,0.0,0.0,14157.0,16792.0,281.0,-5161.0,-4233.0,-72.0,1.0,3.0,8.0,"['Sylas', 'Udyr', 'Aatrox', 'Tristana', 'Nautilus']",0.0,19318.0,21025.0,353.0,16.0
7401-10051,"['Gnar', 'Udyr', 'Orianna', ""Kai'Sa"", 'Rakan']",1,0.0,0.0,14826.0,19325.0,329.0,-2159.0,-389.0,-21.0,0.0,0.0,2.0,"['Tristana', 'Olaf', 'Viktor', 'Xayah', 'Rell']",0.0,16985.0,19714.0,350.0,0.0
7401-10052,"['Camille', 'Udyr', 'Orianna', ""Kai'Sa"", 'Rakan']",1,0.0,0.0,17833.0,19219.0,329.0,119.0,969.0,19.0,7.0,15.0,7.0,"['Jax', 'Graves', 'Zoe', 'Tristana', 'Rell']",0.0,17714.0,18250.0,310.0,14.0
7402-10053,"['Jayce', 'Hecarim', 'LeBlanc', 'Senna', ""Cho'Gath""]",1,0.0,0.0,16696.0,19779.0,303.0,293.0,856.0,38.0,4.0,4.0,6.0,"['Wukong', 'Udyr', 'Sylas', ""Kai'Sa"", 'Bard']",0.0,16403.0,18923.0,265.0,6.0
7403-10054,"['Renekton', 'Olaf', 'Galio', 'Jinx', 'Thresh']",1,0.0,0.0,15952.0,19130.0,353.0,718.0,1288.0,55.0,2.0,4.0,2.0,"['Gragas', 'Volibear', 'Akali', ""Kai'Sa"", 'Sett']",0.0,15234.0,17842.0,298.0,4.0
7402-10055,"['Gnar', 'Hecarim', 'Akali', ""Kai'Sa"", 'Gragas']",0,0.0,0.0,,,,,,,,,,"['Jayce', 'Udyr', 'LeBlanc', 'Tristana', 'Rakan']",0.0,,,,
7403-10056,"['Karma', 'Hecarim', 'Rumble', 'Tristana', 'Gragas']",0,1.0,0.0,17471.0,20257.0,333.0,1757.0,1267.0,-28.0,5.0,9.0,0.0,"['Irelia', 'Olaf', 'Twisted Fate', ""Kai'Sa"", 'Rell']",0.0,15714.0,18990.0,361.0,0.0
7404-10057,"['Sion', 'Olaf', 'Akali', 'Tristana', 'Yuumi']",0,0.0,0.0,17103.0,19630.0,298.0,1240.0,1546.0,-3.0,6.0,18.0,2.0,"['Aatrox', 'Lee Sin', 'Orianna', 'Senna', 'Tahm Kench']",0.0,15863.0,18084.0,301.0,7.0
7405-10058,"['Gnar', 'Udyr', 'Akali', ""Kai'Sa"", 'Gragas']",1,1.0,0.0,16690.0,19518.0,328.0,745.0,1106.0,-5.0,4.0,6.0,2.0,"['Jayce', 'Olaf', 'Ryze', 'Tristana', 'Rell']",0.0,15945.0,18412.0,333.0,3.0
7404-10059,"['Wukong', 'Udyr', 'Seraphine', 'Tristana', 'Rakan']",0,0.0,0.0,15577.0,18546.0,333.0,-509.0,57.0,-16.0,2.0,3.0,2.0,"['Aatrox', 'Nocturne', 'Orianna', ""Kai'Sa"", 'Alistar']",0.0,16086.0,18489.0,349.0,3.0
7405-10060,"['Gnar', 'Udyr', 'Viktor', 'Senna', 'Tahm Kench']",1,0.0,0.0,15902.0,19124.0,314.0,-942.0,-606.0,-10.0,2.0,1.0,5.0,"['Jayce', 'Hecarim', 'Orianna', 'Samira', 'Rell']",0.0,16844.0,19730.0,324.0,5.0
7405-10061,"['Jayce', 'Udyr', 'Seraphine', 'Jinx', 'Thresh']",0,0.0,0.0,15177.0,18726.0,346.0,-215.0,686.0,25.0,0.0,0.0,2.0,"['Gnar', 'Hecarim', 'Orianna', 'Tristana', 'Alistar']",0.0,15392.0,18040.0,321.0,4.0
ESPORTSTMNT04/1670479,"['Camille', 'Olaf', 'Twisted Fate', 'Jinx', 'Thresh']",1,1.0,0.0,16201.0,18806.0,324.0,1060.0,-74.0,13.0,2.0,2.0,1.0,"['Gangplank', 'Lillia', 'Syndra', 'Sion', 'Senna']",0.0,15141.0,18880.0,311.0,2.0
ESPORTSTMNT04/1670483,"['Gnar', 'Hecarim', 'Ryze', ""Kai'Sa"", 'Alistar']",0,1.0,0.0,16040.0,17084.0,309.0,-11.0,-999.0,-7.0,4.0,8.0,3.0,"['Irelia', 'Udyr', 'Viktor', 'Tristana', 'Braum']",0.0,16051.0,18083.0,316.0,3.0
ESPORTSTMNT04/1670487,"['Renekton', 'Lillia', 'Orianna', 'Varus', 'Rell']",0,1.0,0.0,16501.0,17602.0,305.0,703.0,-307.0,-35.0,2.0,1.0,2.0,"['Jayce', 'Nidalee', 'Syndra', 'Jinx', 'Leona']",0.0,15798.0,17909.0,340.0,2.0
